needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Пицца Пепперони,Пицца Пепперони,"Пицца с пикантными колбасками пепперони, соусом из спелых томатов и тянущейся моцареллой.",Пепперони пиццасы,"Пицца пикантты пепперони шұжықтары, піскен қызанақ соусы мен созылған моцарелла",Pepperoni pizza,"Pizza with spicy pepperoni sausages, ripe tomato sauce, and melting mozzarella"
Пицца Четыре сыра,Пицца Четыре сыра,Нежнейшая пицца с 4 разными видами сыра,Төрт ірімшік пиццасы,Төрт түрлі ірімшікпен нәзік пицца,Four Cheese Pizza,Delicate pizza with four different types of cheese
Пицца болоньезе,Пицца болоньезе,,Болоньезе пиццасы,,Bolognese Pizza,
Пицца цыпленок с грибами,Пицца цыпленок с грибами,Популярная пицца с копченой куриной грудкой и шампиньонами под тертым Пармезаном,Тауық еті мен саңырауқұлақтан жасалған пицца,"Қуырылған тауық еті мен саңырауқұлақтан жасалған танымал пицца, үстіне үгітілген пармезан себілген",Chicken and mushroom pizza,"Popular pizza with smoked chicken breast and mushrooms, topped with grated Parmesan"
Творожная запеканка с черной смородиной м мороженым,Творожная запеканка с черной смородиной и мороженым,,Қара қарақат пен балмұздақ қосылған сүзбелі запеканка,,Cottage cheese casserole with black currant and ice cream,
Бельгийские вафли с бананом,Бельгийские вафли с бананом,"Горячие вафли с ванильным мороженым, сливочным кремом, смородиновым джемом и бананом, украшенные карамельным соусом, сахарной пудрой и мятой.",Банан қосылған бельгиялық вафли,"Ванильді балмұздақ, кілегей, қарақат джемі және банан қосылған ыстық вафли, карамель соусымен, қант ұнтағымен және жалбызбен безендірілген",Belgian Waffles with Banana,"Hot waffles with vanilla ice cream, creamy whipped topping, blackcurrant jam, and banana, garnished with caramel sauce, powdered sugar, and mint"
Каша классическая,Каша классическая,,Классикалық ботқа,,Classic Porridge,
Завтрак Seasons ,Завтрак Seasons ,"Запеканка,деревенский завтрак",Seasons таңғы асы,"Ас пісірмесі, ауылдық таңғы ас.",Seasons Breakfast,"Casserole, rustic breakfast."
Шакшука из спелых томатов,Шакшука из спелых томатов,,Шакшука піскен қызанақтан,,Shakshuka with Ripe Tomatoes,
Calvados Fine. Chateau du Breuil 50 мл,Calvados Fine. Chateau du Breuil 50 мл,,Calvados Fine Chateau du Breuil 50 мл,,Calvados Fine Chateau du Breuil 50 ml,
Torres 5 YO 50 мл,Torres 5 YO 50 мл,,Torres 5 YO 50 мл,,Torres 5 YO 50 ml,
Коктейль Доминикана,Коктейль Доминикана,,Доминикана коктейлі,,Dominican Republic Cocktail,
Коктейль Япония,Коктейль Япония,,Жапония коктейлі,,Japan Cocktail,
Коктейль Аргентина,Коктейль Аргентина,,Аргентина коктейлі,,Argentina Cocktail,
Коктейль Бразилия,Коктейль Бразилия,,Бразилия коктейлі,,Brazil Cocktail,
Коктейль Франция,Коктейль Франция,,Франция коктейлі,,France Cocktail,
Коктейль ОАЭ,Коктейль ОАЭ,,БАӘ коктейлі,,UAE Cocktail,
Коктейль Тайланд,Коктейль Тайланд,,Тайланд коктейлі,,Thailand Cocktail,
Коктейль Aperol Spritz,Коктейль Aperol Spritz,,Aperol Spritz коктейлі,,Aperol Spritz Cocktail,
Коктейль Мексика,Коктейль Мексика,,Мексика коктейлі,,Mexico Cocktail,
Коктейль MARTINI Negroni,Коктейль MARTINI Negroni,,Martini Negroni коктейлі,,MARTINI Negroni Cocktail,
Коктейль Австралия,Коктейль Австралия,,Австралия коктейлі,,Australia Cocktail,
Коктейль MARTINI FIERO & Tonic,Коктейль MARTINI FIERO & Tonic,,Martini Fiero & Tonic коктейлі,,MARTINI FIERO & Tonic Cocktail,
Чайла цезарь с курицей,Чайла цезарь с курицей,"Цезарь с куриным филе, приготовленный на гриле, томатами конфи и слайсами ремесленного хлеба",Тауық еті қосылған Чайла Цезарь салаты,"Грильде дайындалған тауық филесі, томат конфі және қолөнер нанынан жасалған слайстар қосылған Цезарь салаты.",Chayla Caesar salad with chicken.,"Caesar salad with grilled chicken fillet, confit tomatoes, and artisan bread slices."
Баклажаны в азиатском соусе,Баклажаны в азиатском соусе,"Карамелизированные баклажаны со свежими томатами под азиатским соусом, украшенные кинзой и кунжутными семечками",Азиялық соуспен дайындалған баклажан,"Азия соусында жаңа піскен помидорлармен, кинза мен күнжіт тұқымдарымен безендірілген карамелденген баклажандар.",Eggplant in Asian Sauce,"Caramelized eggplant with fresh tomatoes in an Asian sauce, garnished with cilantro and sesame seeds."
Греческий салат,Греческий салат,Салат из свежих овощей с оливками и сыром Фета заправленный греческим соусом и соусом бальзамик,Грек салаты,"Жаңа піскен көкөністерден салат, зәйтүнмен және Фета ірімшігімен, грек соусы мен бальзамик соусымен дәмделген.",Greek Salad,"Fresh vegetable salad with olives and feta cheese, dressed with Greek dressing and balsamic sauce."
Сырная тарелка,Сырная тарелка,"Сырное ассорти с мёдом, орехами и виноградом – идеальное дополнение к вину.",Сырлы табақ,"Сыр ассортиі балмен, жаңғақтармен және жүзіммен – шарапқа мінсіз қосымша.",Cheese platter,"Cheese assortment with honey, nuts, and grapes – a perfect wine complement."
Буррата со спелыми томатами и соусом песто,Буррата со спелыми томатами и соусом песто,,Піскен қызанақ пен песто соусы қосылған буррата,,Burrata with Ripe Tomatoes and Pesto Sauce,
Чай листовой черный Ассам 900 мл,Чай листовой черный Ассам 900 мл,"Чёрный чай с глубоким, насыщенным вкусом и лёгкой терпкостью.","Ассам жапырақты қара шайы, 900 мл","Қара шай терең, бай дәмі мен жеңіл ащылығымен","Loose leaf black Assam tea, 900 ml","Black tea with a deep, rich flavor and a slight bitterness"
Чай Осенняя пряность 400 мл,Чай Осенняя пряность 400 мл,,Күзгі дәмдеуіш шайы 400 мл,,Autumn Spice Tea 400 ml,
Raspberry Ice Latte,Raspberry Ice Latte,"Холодный кофе с ярким вкусом малины и кремовой текстурой, создающий идеальное сочетание свежести и кофейной насыщенности.",Таңқурайлы мұздай латте,"Салқын кофе жарқын малина дәмі мен кремді құрылымымен, сергітетін және кофе байлығының мінсіз үйлесімі",Raspberry Ice Latte,"Iced coffee with a bright raspberry flavor and creamy texture, creating a perfect blend of freshness and coffee richness"
Чай Ягодный сад 400 мл,Чай Ягодный сад 400 мл,,Жидекті бақ шайы 400 мл,,Berry Garden Tea 400 ml,
Чай листовой Ройбуш ваниль-карамель 400 мл,Чай листовой Ройбуш ваниль-карамель 400 мл,Благородный ройбуш с мягкими сливочно-карамельными оттенками.,Ройбуш ваниль-карамель жапырақты шайы 400 мл,"Мәртебелі ройбуш, жұмсақ қаймақ-карамель ноталарымен",Rooibos Vanilla-Caramel Loose Leaf Tea 400 ml,Noble rooibos with soft creamy-caramel notes
Чай Облепиха-Груша 900 мл,Чай Облепиха-Груша 900 мл,,Облепиха-алма шайы 900 мл,,Sea Buckthorn-Pear Tea 900 ml,
Americano lychee 400 мл,Americano lychee 400 мл,,Americano lychee 400 мл,,Americano Lychee 400 ml,
Чай Ташкентский 900 мл,Чай Ташкентский 900 мл,"Ароматный чай с нотами зелёного чая, цитрусов и восточных специй.",Ташкент шайы 900 мл,"Хош иісті шай жасыл шай, цитрустар мен шығыс дәмдеуіштері ноталарымен",Tashkent Tea 900 ml,"Aromatic tea with notes of green tea, citrus, and oriental spices"
Чай Имбирный 400 мл,Чай Имбирный 400 мл,Согревающий чай с насыщенным вкусом имбиря и приятной цитрусовой кислинкой.,Имбирь шайы 400 мл,"Жылытып, имбирдің бай дәмі мен жағымды цитрустық қышқылдығы бар шай.",Ginger Tea 400 ml,Warming tea with a rich ginger flavor and pleasant citrus tartness.
Американо 150 мл,Американо 150 мл,Классический чёрный кофе с насыщенным ароматом и сбалансированной горчинкой.,Американо 150 мл,Классикалық қара кофе бай хош иісі мен теңгерімді ащылығымен,Americano 150 ml,Classic black coffee with a rich aroma and balanced bitterness
Mango Matcha latte,Mango Matcha latte,"Холодный кофе с нотками нежной матчи и экзотического манго, создающий идеальное сочетание кофейной бодрости и тропической свежести.",Манго матча латтесі,"Салқын кофе нәзік матчаның ноталарымен және экзотикалық манго дәмімен, кофе сергітушілігі мен тропикалық балғындықтың мінсіз үйлесімі",Mango Matcha latte,"Iced coffee with delicate matcha notes and exotic mango, creating a perfect blend of coffee energy and tropical freshness"
Чай Цитрусовый рассвет 900 мл,Чай Цитрусовый рассвет 900 мл,,Цитрустық таңғы шай 900 мл,,Citrus Sunrise Tea 900 ml,
Капучино 300 мл,Капучино 300 мл,Ароматный кофе с бархатистой молочной пеной и гармоничным вкусом.,Капучино 300 мл,"Ароматты кофе, барқытты сүт көбікпен және үйлесімді дәммен.",Cappuccino 300 ml,Aromatic coffee with velvety milk foam and a harmonious flavor.
Чай листовой Эрл грей с бергамотом 400 мл,Чай листовой Эрл грей с бергамотом 400 мл,Изысканный чёрный чай с благородным ароматом бергамота и цитрусовой свежестью.,"Эрл Грей жапырақты шайы, бергамотпен 400 мл",Бергамоттың асыл хош иісі мен цитрус жаңашылығымен дәмделген асыл қара шай.,Loose leaf Earl Grey tea with bergamot 400 ml,Exquisite black tea with a noble aroma of bergamot and citrus freshness.
Чай Пряная вишня 400 мл,Чай Пряная вишня 400 мл,,Дәмді шие шайы 400 мл,,Spiced Cherry Tea 400 ml,
Чай Цитрусовый рассвет 400 мл,Чай Цитрусовый рассвет 400 мл,,Цитрустық таңғы шай 400 мл,,Citrus Sunrise Tea 400 ml,
Чай Молочный Улун 900 мл,Чай Молочный Улун 900 мл,Мягкий и сливочный улун с бархатистым молочным послевкусием.,Чай Молочный Улун 900 мл,"Жұмсақ әрі кремді улун, бархаттай сүтті балғындықпен.",Milk Oolong tea 900 ml,Soft and creamy oolong with a velvety milk aftertaste.
Капучино 200 мл,Капучино 200 мл,Ароматный кофе с бархатистой молочной пеной и гармоничным вкусом.,Капучино 200 мл,"Ароматты кофе, барқытты сүт көбікпен және үйлесімді дәммен.",Cappuccino 200 ml,Aromatic coffee with velvety milk foam and a harmonious flavor.
Чай Жасмин 400 мл,Чай Жасмин 400 мл,Нежный зелёный чай с утончённым ароматом жасмина и лёгкой свежестью.,Жасмин шайы 400 мл,Жасмин хош иісі мен жеңіл дәмімен жасыл шай.,Jasmine Tea 400 ml,Delicate green tea with refined jasmine aroma and light freshness.
Чай Осенняя пряность 900 мл,Чай Осенняя пряность 900 мл,,Күзгі дәмдеуіш шайы 900 мл,,Autumn Spice Tea 900 ml,
Choco strawberry,Choco strawberry,"Холодный кофе с насыщенным вкусом шоколада и сладкой клубники, создающий идеальное сочетание кремовой мягкости и яркой кофейной бодрости.",Choco strawberry,"Салқын кофе бай шоколад дәмі мен тәтті құлпынаймен, кремді жұмсақтық пен жарқын кофе сергітушілігінің мінсіз үйлесімі",Choco strawberry,"Iced coffee with rich chocolate flavor and sweet strawberry, creating a perfect combination of creamy softness and vibrant coffee energy"
Чай листовой Сенча сенпай 900 мл,Чай листовой Сенча сенпай 900 мл,Классический зелёный чай с насыщенным вкусом и тонкими травяными нотами.,Сенча Сенпай жапырақты шайы 900 мл,Классикалық жасыл шайдың күшті дәмі және көк шөптердің нәзік ноталары.,Sencha Senpai Loose Leaf Tea 900 ml,Classic green tea with a rich flavor and subtle herbal notes.
Раф ваниль,Раф ваниль,,Ванильді раф,,Vanilla Raf Coffee,
Чай Горные травы 900 мл,Чай Горные травы 900 мл,Ароматный травяной чай с насыщенными нотами горных растений и цветов.,Чай Горные травы 900 мл,Жағалаудағы өсімдіктердің хош иісімен табиғи шөп шайы.,Mountain herbs tea 900 ml,Fragrant herbal tea with rich notes of mountain plants and flowers.
Чай Облепиха-Груша 400 мл,Чай Облепиха-Груша 400 мл,,Облепиха-алма шайы 400 мл,,Sea Buckthorn-Pear Tea 400 ml,
Чай Марокканский 900 мл,Чай Марокканский 900 мл,"Освежающий зелёный чай с мятой, придающей напитку лёгкость и прохладу.",Мароккан шайы 900 мл,"Жасыл шай, ментпен, сусынға жеңілдік пен салқындық беретін.",Moroccan Tea 900 ml,"Refreshing green tea with mint, giving the drink lightness and coolness"
Айс Американо,Айс Американо,"Освежающий чёрный кофе с мягкой горчинкой и лёгкой кислинкой, подаваемый со льдом.",Айс Американо,"Жұмсақ ащылығымен және жеңіл қышқылдығымен сергітетін қара кофе, мұзбен ұсынылады.",Iced Americano,"Refreshing black coffee with a mild bitterness and light tang, served with ice."
Чай Марокканский 400 мл,Чай Марокканский 400 мл,"Освежающий зелёный чай с мятой, придающей напитку лёгкость и прохладу.",Мароккан шайы 400 мл,"Жасыл шай, ментпен, сусынға жеңілдік пен салқындық беретін.",Moroccan Tea 400 ml,"Refreshing green tea with mint, giving the drink lightness and coolness"
Чай Ягодный сад 900 мл,Чай Ягодный сад 900 мл,,Жидекті бақ шайы 900 мл,,Berry Garden Tea 400 ml,
Mint cocoa,Mint cocoa,"Холодный кофе с освежающими нотками мяты и насыщенным вкусом какао, создающий идеальный баланс между бодрящим кофе и приятной сладостью.",Mint cocoa,"Салқын кофе жалбыздың сергітетін ноталарымен және бай какао дәмімен, кофе сергітушілігі мен тәттіліктің тамаша балансы",Mint cocoa,"Iced coffee with refreshing mint notes and rich cocoa flavor, creating a perfect balance between invigorating coffee and pleasant sweetness"
Чай Пряная вишня 900 мл,Чай Пряная вишня 900 мл,,Дәмді шие шайы 900 мл,,Spiced Cherry Tea 900 ml,
Чай Горные травы 400 мл,Чай Горные травы 400 мл,Ароматный травяной чай с насыщенными нотами горных растений и цветов.,Чай Горные травы 400 мл,Жағалаудағы өсімдіктердің хош иісімен табиғи шөп шайы.,Mountain herbs tea 400 ml,Fragrant herbal tea with rich notes of mountain plants and flowers.
Чай Барбарисовый с бергамотом и лимоном 400 мл,Чай Барбарисовый с бергамотом и лимоном 400 мл,,Барбарис шайы бергамот және лимонмен 400 мл,,Barberry Tea with Bergamot and Lemon 400 ml,
Чай Барбарисовый с бергамотом и лимоном 900 мл,Чай Барбарисовый с бергамотом и лимоном 900 мл,,Барбарис шайы бергамот және лимонмен 900 мл,,Barberry Tea with Bergamot and Lemon 900 ml,
Чай Ташкентский 400 мл,Чай Ташкентский 400 мл,"Ароматный чай с нотами зелёного чая, цитрусов и восточных специй.",Ташкент чәй 400 мл,"Хош иісті шай жасыл шай, цитрустар мен шығыс дәмдеуіштері ноталарымен",Tashkent Tea 400 ml,"Aromatic tea with notes of green tea, citrus, and oriental spices"
Чай листовой Сенча сенпай 400 мл,Чай листовой Сенча сенпай 400 мл,Классический зелёный чай с насыщенным вкусом и тонкими травяными нотами.,Сенча Сенпай жапырақты шайы 400 мл,Классикалық жасыл шайдың күшті дәмі және көк шөптердің нәзік ноталары.,Sencha Senpai Loose Leaf Tea 400 ml,Classic green tea with a rich flavor and subtle herbal notes.
Чай Имбирный 900 мл,Чай Имбирный 900 мл,Согревающий чай с насыщенным вкусом имбиря и приятной цитрусовой кислинкой.,Имбирь шайы 900 мл,"Жылытып, имбирдің бай дәмі мен жағымды цитрустық қышқылдығы бар шай.",Ginger Tea 900 ml,Warming tea with a rich ginger flavor and pleasant citrus tartness.
Чай листовой Эрл грей с бергамотом 900 мл,Чай листовой Эрл грей с бергамотом 900 мл,Изысканный чёрный чай с благородным ароматом бергамота и цитрусовой свежестью.,"Эрл Грей жапырақты шайы, бергамотпен 900 мл",Бергамоттың асыл хош иісі мен цитрус жаңашылығымен дәмделген асыл қара шай.,Loose leaf Earl Grey tea with bergamot 900 ml,Exquisite black tea with a noble aroma of bergamot and citrus freshness.
Чай Жасмин 900 мл,Чай Жасмин 900 мл,Нежный зелёный чай с утончённым ароматом жасмина и лёгкой свежестью.,Жасмин шайы 900 мл,Жасмин хош иісі мен жеңіл дәмімен жасыл шай.,Jasmine Tea 900 ml,Delicate green tea with refined jasmine aroma and light freshness.
Чай листовой черный Ассам 400 мл,Чай листовой черный Ассам 400 мл,"Чёрный чай с глубоким, насыщенным вкусом и лёгкой терпкостью.",Ассам жапырақты қара шайы 400 мл,"Қара шай терең, бай дәмі мен жеңіл ащылығымен",Loose leaf black Assam tea 400 ml,"Black tea with a deep, rich flavor and a slight bitterness"
Американо 250 мл,Американо 250 мл,Классический чёрный кофе с насыщенным ароматом и сбалансированной горчинкой.,Американо 250 мл,Классикалық қара кофе бай хош иіспен және тепе-тең ащылығымен.,Americano 250 ml,Classic black coffee with a rich aroma and balanced bitterness
Чай Молочный Улун 400 мл,Чай Молочный Улун 400 мл,Мягкий и сливочный улун с бархатистым молочным послевкусием.,Чай Молочный Улун 400 мл,"Жұмсақ әрі кремді улун, бархаттай сүтті балғындықпен.",Milk Oolong tea 400 ml,Soft and creamy oolong with a velvety milk aftertaste.
Чай листовой Ройбуш ваниль-карамель 900 мл,Чай листовой Ройбуш ваниль-карамель 900 мл,Благородный ройбуш с мягкими сливочно-карамельными оттенками.,Ройбуш ваниль-карамель жапырақты шайы 900 мл,"Мәртебелі ройбуш, жұмсақ қаймақ-карамель ноталарымен",Rooibos Vanilla-Caramel Loose Leaf Tea 900 ml,Noble rooibos with soft creamy-caramel notes
Эспрессо (200 мл),Эспрессо (200 мл),,Эспрессо (200 мл),,Espresso (200 ml),
Айс латте,Айс латте,"Нежный холодный кофейный напиток с молоком, приятной сливочностью и мягким вкусом.",Айс латте,"Қаймақты дәмі мен жұмсақ дәмі бар, сүтпен жасалған нәзік суық кофе сусыны.",Iced latte,"A delicate cold coffee drink with milk, pleasant creaminess, and a smooth taste."
Лосось на гриле,Лосось на гриле,Нежнейший стейк норвежского лосося на гриле в соусе терияки с рисом и шпинатом,Грильдегі лосось,"Норвегиялық лосось стейкі терияки соусымен грильде пісіріліп, күріш пен шпинатпен",Grilled salmon,"Tender Norwegian salmon steak grilled with teriyaki sauce, served with rice and spinach"
Стейк Рибай с перечным соусом,Стейк Рибай с перечным соусом,"Сочный стейк из мраморной говядины с перечным соусом, подается в разрезанном виде с луком сибулет",Рибай стейк бұрышты соуспен,"Шырынды мармалды сиыр еті стейкі қара бұрыш соусымен, кесілген күйде сибулет пиязы мен беріледі",Ribeye steak with pepper sauce,"Juicy marbled beef steak with pepper sauce, served sliced with shallots"
Бефстроганов с пюре,Бефстроганов с пюре,Классический бефстроганов с картофельным пюре и маринованными корнишонами,Бефстроганов картоп пюресімен,Классикалық бефстроганов картоп пюресі мен маринадталған корнишондармен,Beef stroganoff with mashed potatoes,Classic beef stroganoff with mashed potatoes and pickled gherkins
Куриное филе с брокколи и грибами,Куриное филе с брокколи и грибами,Сочное филе в идеальном сочетании с хрустящей брокколи и ароматными грибами,Тауық еті брокколи мен саңырауқұлақтармен,Шырынды филе хрустящая брокколи мен хош иісті саңырауқұлақтармен тамаша үйлесімде,Chicken fillet with broccoli and mushrooms,Juicy fillet paired with crispy broccoli and aromatic mushrooms
Филе миньон,Филе миньон,Сытный филе-миньон с обжаренным картофелем в сливочно-грибном соусе,Филе миньон,Құнарлы филе-миньон қуырылған картоппен және кілегейлі саңырауқұлақ тұздығымен,Filet Mignon,Hearty filet mignon with fried potatoes in a creamy mushroom sauce
Брауни с лесными орехами и карамелью,Брауни с лесными орехами и карамелью,,Жаңғақ және карамель қосылған брауни,,Brownie with Hazelnuts and Caramel,
Яблочный штрудель в карамельном соусе,Яблочный штрудель в карамельном соусе,,Яблочный штрудель карамельді соусты,,Apple Strudel in Caramel Sauce,
Семифредо,Семифредо,,Семифредо,,Semifreddo,
Торт медовик,Медовик,,Медовик,,Honey cake,
Nemiroff de luxe 50 мл,Nemiroff de luxe 50 мл,,Nemiroff de Luxe 50 мл,,Nemiroff De Luxe 50 ml,
Absolut Pears 50 мл,Absolut Pears 50 мл,,Absolut Pears 50 мл,,Absolut Pears 50 ml,
Romanov 50 мл,Romanov 50 мл,,Romanov 50 мл,,Romanov 50 ml,
Finlandia 50 мл (в ас-те),Finlandia 50 мл (в ас-те),,Finlandia 50 мл (түрлері бар),,Finlandia 50 ml (assorted),
Absolut Lime 50 мл,Absolut Lime 50 мл,,Absolut Lime 50 мл,,Absolut Lime 50 ml,
Absolut Original 50 мл,Absolut Original 50 мл,,Absolut Original 50 мл,,Absolut Original 50 ml,
Absolut Wildberry 50 мл,Absolut Wildberry 50 мл,,Absolut Wildberry 50 мл,,Absolut Wildberry 50 ml,
Настойка вишня 40 мл,Настойка вишня 40 мл,,Шие тұнбасы 40 мл,,Cherry Infusion 40 ml,
Настойка Черная смородина 40 мл,Настойка Черная смородина 40 мл,,Қарақат тұнбасы 40 мл,,Black Currant Infusion 40 ml,
Настойка Курага 40 мл,Настойка Курага 40 мл,,Құрма тұнбасы 40 мл,,Dried Apricot Infusion 40 ml,
Сет из 4-х настоек 160 мл,Сет из 4-х настоек 160 мл,,4 түрлі тұнбадан тұратын сэт 160 мл,,Set of 4 Infusions 160 ml,
Настойка Черноплодная рябина 40 мл,Настойка Черноплодная рябина 40 мл,,Қара жидек тұнбасы 40 мл,,Aronia Berry Infusion 40 ml,
Beefeater Dry Gin 50 мл,Beefeater Dry Gin 50 мл,,Beefeater Dry Gin 50 мл,,Beefeater Dry Gin 50 ml,
Beefeater Pink Strawberry 50 мл,Beefeater Pink Strawberry 50 мл,,Beefeater Pink Strawberry 50 мл,,Beefeater Pink Strawberry 50 ml,
BEEFEATER BLOOD ORANGE,BEEFEATER BLOOD ORANGE,,BEEFEATER Қанды Апельсин,,BEEFEATER Blood Orange,
Bombay sapphire 50 мл,Bombay sapphire 50 мл,,Bombay Sapphire 50 мл,,Bombay Sapphire 50 ml,
Monkey 47,Monkey 47,,Monkey 47,,Monkey 47,
Avion Silver 50 мл,Avion Silver 50 мл,,Avion Silver 50 мл,,Avion Silver 50 ml,
Olmeca Silver 50 мл,Olmeca Silver 50 мл,,Olmeca Silver 50 мл,,Olmeca Silver 50 ml,
Avion Reposado 50 мл,Avion Reposado 50 мл,,Avion Reposado 50 мл,,Avion Reposado 50 ml,
Olmeca Gold 50 мл,Olmeca Gold 50 мл,,Olmeca Gold 50 мл,,Olmeca Gold 50 ml,
Olmeca Altos 50 мл,Olmeca Altos 50 мл,,Olmeca Altos 50 мл,,Olmeca Altos 50 ml,
Coca-Cola Classic,Coca-Cola Classic,,Coca-Cola Classic,,Coca-Cola Classic,
Coca-Cola Zero,Coca-Cola Zero,,Coca-Cola Zero,,Coca-Cola Zero,
Sprite,Sprite,,Sprite,,Sprite,
Fanta,Fanta,,Fanta,,Fanta,
Апельсиновый сок 200 мл,Апельсиновый сок 200 мл,,Апельсин шырыны 200 мл,,Orange Juice 200 ml,
Яблочный сок 200 мл,Яблочный сок 200 мл,,Яблочный сок 200 мл,,Apple Juice 200 ml,
Вишневый сок 700 мл,Вишневый сок 700 мл,,Шие шырыны 700 мл,,Cherry Juice 700 ml,
Апельсин сок 1000 мл,Апельсин сок 1000 мл,,Апельсин шырыны 1000 мл,,Orange Juice 1000 ml,
Яблочный сок 1000 мл,Яблочный сок 1000 мл,,Яблочный сок 1000 мл,,Apple Juice 1000 ml,
Неполная проварка,Неполная проварка,,Жартылай пісірілген,,Al dente,
Полная проварка,Полная проварка,,Толықтай пісірілген,,Fully cooked,
Каша рисовая ,Каша рисовая ,,Тарықша,,Rice porridge,
Манная каша,Манная каша,,Семолина ботқасы,,Semolina porridge,
Каша овсяная ,Каша овсяная ,,Сұлы ботқасы,,Oatmeal,
Без кофе,Без кофе,,Кофе жоқ,,Without coffee,
 Капучино 200 мл,Капучино 200 мл,Ароматный кофе с бархатистой молочной пеной и гармоничным вкусом.,Капучино 200 мл,"Ароматты кофе, барқытты сүт көбікпен және үйлесімді дәммен.",Cappuccino 200 ml,Aromatic coffee with velvety milk foam and a harmonious flavor.
Американо 250 мл,Американо 250 мл,Классический чёрный кофе с насыщенным ароматом и сбалансированной горчинкой.,Американо 250 мл,Классикалық қара кофе бай хош иіспен және тепе-тең ащылығымен.,Americano 250 ml,Classic black coffee with a rich aroma and balanced bitterness
Латте 200 мл,Латте 200 мл,"Мягкий кофейный напиток с насыщенным эспрессо, молоком и воздушной пеной.",Латте 200 мл,"Жұмсақ кофейный ішімдік, эспрессоның бай дәмі, сүт және ауадай жеңіл көбікпен.",Latte 200 ml,"A smooth coffee drink with rich espresso, milk, and airy foam."
Эспрессо 200 мл,Эспрессо 200 мл,,Эспрессо 200 мл,,Espresso 200 ml,
Кофе в зале,Кофе в зале,,Залда кофе,,Coffee to stay,
Кофе на вынос,Кофе на вынос,,Алып кетуге арналған кофе,,Coffee to-go,
Medium,Medium,,Medium,,Medium,
Medium Well,Medium Well,,Medium Well,,Medium Well,
Well done,Well done,,Well done,,Well Done,
Medium rare,Medium rare,,Medium rare,,Medium Rare,
Rare,Rare,,Rare,,Rare,
Вишневый сок 200 мл,Вишневый сок 200 мл,,Шие шырыны 200 мл,,Cherry Juice 200 ml,
Пивные байты,Пивные байты,"Крылья, луковые кольца, гарлики, сырные палочки. Сытный набор пивных байтов не оставит вас равнодушным",Пивалы байттар,"Қанаттар, пияз сақиналары, сарымсақ, ірімшік таяқшалары. Сәнді пивалық байттар жинағы сізді таң қалдырмай қоймайды",Beer bites,"Wings, onion rings, garlic, cheese sticks. A hearty set of beer bites that will leave you impressed"
Сет мезе с питой из печи,Сет мезе с питой из печи,"Сет восточных закусок с питой из печи: бабагануш, хумус, гуакамоле, капоната с фетой",Пита наны бар мезе сеті,"Пештен піскен пита наны бар шығыс тағамдары сеті: баба гануш, хумус, гуакамоле, капоната фетамен",Meze set with pita from the oven,"Set of Eastern appetizers with pita from the oven: baba ganoush, hummus, guacamole, caponata with feta"
Цезарь с цыпленком ,Цезарь с цыпленком ,,Цезарь тауықпен,,Caesar with chicken,
Цезарь с креветкой ,Цезарь с креветкой ,,Цезарь қарқынды шаянмен,,Caesar with shrimp,
Хрустящий баклажан ,Хрустящий баклажан ,"Карамелизированные баклажаны со свежими томатами под азиатским соусом, украшенные кинзой и кунжутными семечками",Қытырлақ баклажан,,Crispy eggplant,
Теплый салат с кониной,Теплый салат с кониной,Сытный салат с обжаренной кониной и зеленью,Жылы салат аттан етінен,,Warm salad with horse meat,
Цезарь с курицей,Цезарь с курицей,"Классический салат с куриной грудкой, свежими листьями салата, томатами черри, хрустящими сухариками и пармезаном под соусом Цезарь.",Цезарь тауықпен,,Caesar with chicken,
Фитнес боул с киноа ,Фитнес боул с киноа ,"Белковый фитнес боул с обжаренной курочкой, киноа и авокадо",Фитнес боулы киноамен,"Протеинді фитнес боулы қуырылған тауық еті, киноа мен авокадо қосылған",Fitness bowl with quinoa,"Protein fitness bowl with grilled chicken, quinoa, and avocado"
Фри с пармезаном,Фри с пармезаном,Хрустящий фри под сырным соусом с тертым пармезаном,Пармезан қосылған фри,Үгітілген пармезан мен ірімшік тұздығы қосылған қытырлақ фри,Fries with parmesan,Crispy fries topped with cheese sauce and grated Parmesan
Брокколи по-итальянски,Брокколи по-итальянски,Брокколи с розмарином в оливковом масле с чесноком,Италиянша брокколи,Розмаринмен зәйтүн майында сарымсақпен пісірілген брокколи,Italian-style broccoli,Broccoli with rosemary in olive oil with garlic
Манго-маракуйя 1 л,Манго-маракуйя 1 л,Тропический взрыв вкуса: сладкое манго и экзотическая маракуйя создают идеальное сочетание свежести и лёгкой кислинки.,Манго-маракуйя 1 л,"Тропикалық дәмнің жарылысы: тәтті манго мен экзотикалық маракуйяның тамаша үйлесімі, балғындық пен жеңіл қышқылдылықтың мінсіз үйлесімі.",Mango-passion fruit 1 l,Tropical flavor explosion: sweet mango and exotic passion fruit create the perfect balance of freshness and a slight tartness.
