needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Чай Ягодный 450ml,Чай Ягодный 450 мл,,Жидекті шай 450 мл,,Berry tea 450 ml,
Чакапули из баранины,Чакапули из баранины,"Баранина, тушеная с тархуном, зеленью в вине",Қой етінен чакапули,"Тархун, көкөністер мен шарапта бұқтырылған қой еті",Lamb chakapuli,"Lamb stewed with tarragon, herbs, and wine"
Чанахи,Чанахи,"Мякоть баранины, запеченная с овощами в горшочке",Чанахи,Кәстрөлде көкөністермен пісірілген қой еті,Chanakhi,Lamb meat baked with vegetables in a clay pot
Чахохбили,Чахохбили,"Тушеная курица в соусе из томатов, грузинских специй и зелени",Чахохбили,Қызанақ тұздығы мен грузин дәмдеуіштерімен бұқтырылған тауық еті,Chakhokhbili,"Braised chicken in a sauce of tomatoes, Georgian spices, and herbs"
Чахракули,Чахракули,"Говяжья вырезка, обжаренная с черри и специями",Чахракули,Қуырылған шие қызанақтары мен дәмдеуіштері қосылған сиыр еті,Chakhrakuli,Beef tenderloin fried with cherry tomatoes and spices
Чашушули из телятины,Чашушули из телятины,Тушеная мякоть телятины с овощами и зеленью,Сиыр етінен чашушули,Көкөністер мен көкөністермен бұқтырылған бұзау еті,Chashushuli with veal,Braised veal with vegetables and herbs
Черное море 450мл,Черное море 450 мл,,Қара теңіз 450 мл,,Black Sea 450 ml,
Шашлык из антрекота,Шашлык из антрекота,,Антрекот шашлығы,,Entrecôte shashlik,
Шашлык из баранины,Шашлык из баранины,,Қой етінен шашлық,,Lamb shashlik,
Шашлык из куриного филе,Шашлык из куриного филе,,Тауық филесінен шашлық,,Chicken fillet shashlik,
Шашлык из куриных крылышек,Шашлык из куриных крылышек,,Тауық қанаттарынан шашлық,,Chicken wings shashlik,
Шашлык из овощей,Шашлык из овощей,,Көкөніс шашлығы,,Vegetable shashlik,
Шашлык из печени в оболочке,Шашлык из печени в оболочке,,Бауыр шашлығы,,Liver shashlik,
Шашлык из утки,Шашлык из утки,,Үйрек шашлығы,,Duck shashlik,
Шашлык из шампиньонов,Шашлык из шампиньонов,,Саңырауқұлақ шашлығы,,Mushroom shashlik,
Шкмерули,Шкмерули,Жареный цыпленок в сливочно-чесночном соусе,Шкмерули,Кілегей-сарымсақ тұздығында қуырылған тауық,Shkmeruli,Fried chicken in creamy garlic sauce
Шотис пури,Шотис пури,Грузинский хлеб,Шотис пури,Грузин наны,Shotis puri,Georgian bread
Эспрессо Тоник,Эспрессо Тоник,,Эспрессо тоник,,Espresso tonic,
Эспрессо,Эспрессо,,Эспрессо,,Espresso,
