needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Чай Имбирный 400 мл,Чай Имбирный 400 мл,Согревающий чай с насыщенным вкусом имбиря и приятной цитрусовой кислинкой.,Имбирь шайы 400 мл,"Жылытып, имбирдің бай дәмі мен жағымды цитрустық қышқылдығы бар шай.",Ginger Tea 400 ml,Warming tea with a rich ginger flavor and pleasant citrus tartness.
Американо 150 мл,Американо 150 мл,Классический чёрный кофе с насыщенным ароматом и сбалансированной горчинкой.,Американо 150 мл,Классикалық қара кофе бай хош иісі мен теңгерімді ащылығымен,Americano 150 ml,Classic black coffee with a rich aroma and balanced bitterness
Чай Цитрусовый рассвет 900 мл,Чай Цитрусовый рассвет 900 мл,,Цитрустық таңғы шай 900 мл,,Citrus Sunrise Tea 900 ml,
Капучино 300 мл,Капучино 300 мл,Ароматный кофе с бархатистой молочной пеной и гармоничным вкусом.,Капучино 300 мл,"Ароматты кофе, барқытты сүт көбікпен және үйлесімді дәммен.",Cappuccino 300 ml,Aromatic coffee with velvety milk foam and a harmonious flavor.
Чай Пряная вишня 400 мл,Чай Пряная вишня 400 мл,,Дәмді шие шайы 400 мл,,Spiced Cherry Tea 400 ml,
Чай Цитрусовый рассвет 400 мл,Чай Цитрусовый рассвет 400 мл,,Цитрустық таңғы шай 400 мл,,Citrus Sunrise Tea 400 ml,
Капучино 200 мл,Капучино 200 мл,Ароматный кофе с бархатистой молочной пеной и гармоничным вкусом.,Капучино 200 мл,"Ароматты кофе, барқытты сүт көбікпен және үйлесімді дәммен.",Cappuccino 200 ml,Aromatic coffee with velvety milk foam and a harmonious flavor.
Чай Осенняя пряность 900 мл,Чай Осенняя пряность 900 мл,,Күзгі дәмдеуіш шайы 900 мл,,Autumn Spice Tea 900 ml,
Раф ваниль,Раф ваниль,,Ванильді раф,,Vanilla Raf Coffee,
Чай Облепиха-Груша 400 мл,Чай Облепиха-Груша 400 мл,,Облепиха-алма шайы 400 мл,,Sea Buckthorn-Pear Tea 400 ml,
Чай Марокканский 900 мл,Чай Марокканский 900 мл,"Освежающий зелёный чай с мятой, придающей напитку лёгкость и прохладу.",Мароккан шайы 900 мл,"Жасыл шай, ментпен, сусынға жеңілдік пен салқындық беретін.",Moroccan Tea 900 ml,"Refreshing green tea with mint, giving the drink lightness and coolness"
Чай Марокканский 400 мл,Чай Марокканский 400 мл,"Освежающий зелёный чай с мятой, придающей напитку лёгкость и прохладу.",Мароккан шайы 400 мл,"Жасыл шай, ментпен, сусынға жеңілдік пен салқындық беретін.",Moroccan Tea 400 ml,"Refreshing green tea with mint, giving the drink lightness and coolness"
Чай Ягодный сад 900 мл,Чай Ягодный сад 900 мл,,Жидекті бақ шайы 900 мл,,Berry Garden Tea 400 ml,
Чай Пряная вишня 900 мл,Чай Пряная вишня 900 мл,,Дәмді шие шайы 900 мл,,Spiced Cherry Tea 900 ml,
Чай Барбарисовый с бергамотом и лимоном 400 мл,Чай Барбарисовый с бергамотом и лимоном 400 мл,,Барбарис шайы бергамот және лимонмен 400 мл,,Barberry Tea with Bergamot and Lemon 400 ml,
Чай Барбарисовый с бергамотом и лимоном 900 мл,Чай Барбарисовый с бергамотом и лимоном 900 мл,,Барбарис шайы бергамот және лимонмен 900 мл,,Barberry Tea with Bergamot and Lemon 900 ml,
Чай Ташкентский 400 мл,Чай Ташкентский 400 мл,"Ароматный чай с нотами зелёного чая, цитрусов и восточных специй.",Ташкент чәй 400 мл,"Хош иісті шай жасыл шай, цитрустар мен шығыс дәмдеуіштері ноталарымен",Tashkent Tea 400 ml,"Aromatic tea with notes of green tea, citrus, and oriental spices"
Латте классический 200 мл,Латте классический 200 мл,,Классикалық латте 200 мл,,Classic Latte 200 ml,
Чай Имбирный 900 мл,Чай Имбирный 900 мл,Согревающий чай с насыщенным вкусом имбиря и приятной цитрусовой кислинкой.,Имбирь шайы 900 мл,"Жылытып, имбирдің бай дәмі мен жағымды цитрустық қышқылдығы бар шай.",Ginger Tea 900 ml,Warming tea with a rich ginger flavor and pleasant citrus tartness.
Чай листовой черный Ассам 400 мл,Чай листовой черный Ассам 400 мл,"Чёрный чай с глубоким, насыщенным вкусом и лёгкой терпкостью.",Ассам жапырақты қара шайы 400 мл,"Қара шай терең, бай дәмі мен жеңіл ащылығымен",Loose leaf black Assam tea 400 ml,"Black tea with a deep, rich flavor and a slight bitterness"
Американо 250 мл,Американо 250 мл,Классический чёрный кофе с насыщенным ароматом и сбалансированной горчинкой.,Американо 250 мл,Классикалық қара кофе бай хош иіспен және тепе-тең ащылығымен.,Americano 250 ml,Classic black coffee with a rich aroma and balanced bitterness
Эспрессо (200 мл),Эспрессо (200 мл),,Эспрессо (200 мл),,Espresso (200 ml),
Сырники из иримшика,Сырники из иримшика,Теплые сырники из иримшика с ягодным соусом и сливочным муссом,Ирымшик сырнигі,"Ыстық сырники, иримшикпен, жидек соусымен және кремді мусс",Irimshik cheese pancakes,"Warm syrniki with irimshik, berry sauce, and creamy mousse"
Брауни с лесными орехами и карамелью,Брауни с лесными орехами и карамелью,,Жаңғақ және карамель қосылған брауни,,Brownie with Hazelnuts and Caramel,
Яблочный штрудель в карамельном соусе,Яблочный штрудель в карамельном соусе,,Яблочный штрудель карамельді соусты,,Apple Strudel in Caramel Sauce,
Семифредо,Семифредо,,Семифредо,,Semifreddo,
Медовик,Медовик,,Медовик,,Honey cake,
Фруктовая нарезка Лаундж,Фруктовая нарезка Лаундж,,,,,
Жареный рис с цыпленком,Жареный рис с цыпленком,"Жареный в соусе терияки рис с яйцом, подается с куриным филе и чесночными чипсами",Тауықпен қуырылған күріш,"Терияки соусында қуырылған күріш жұмыртқамен, тауық филесі және сарымсақ чипстерімен бірге беріледі.",Fried Rice with Chicken,"Fried rice in teriyaki sauce with egg, served with chicken fillet and garlic chips."
Ангус бургер,Ангус бургер,Фирменный бургер Чайла с котлетой собственного приготовления из мраморной говядины,Ангус бургері,Фирмалық Чайла бургеры өз қолымен дайындалған мармалды сиыр етімен,Angus burger,Signature Chayla burger with a patty made from marbled beef
Куриный бургер,Куриный бургер,Классический бургер с сочной котлетой из цыпленка,Тауық бургері,Классикалық бургер шырынды тауық котлетімен,Chicken Burger,Classic burger with a juicy chicken patty
Чайла донер из курицы,Чайла донер из курицы,"Фирменный донер с курицей, маринованными огурцами и фри, подается с картофелем фри и кетчупом",Чайла тауық донері,"Фирмалық донер тауық, маринадталған қияр мен фри қосылған, картоп фри және кетчуппен",Chayla Chicken Doner,"Signature doner with chicken, pickled cucumbers, and fries, served with french fries and ketchup"
Поке с лососем.,Поке с лососем.,"Свежий рис с лососем, авокадо, чуккой, ананасом и ореховой заправкой.",Лососьпен поке,"Жаңа күріш лосось, авокадо, чукка, ананас пен жаңғақ соусымен",Poke with Salmon,"Fresh rice with salmon, avocado, chukka, pineapple, and nut sauce"
Фитнес боул с курицей и киноа.,Фитнес боул с курицей и киноа.,"Белковый фитнес боул с обжаренной курочкой, киноа и авокадо",Тауық пен квиноамен фитнес боулы,"Протеинді фитнес боулы қуырылған тауық еті, киноа мен авокадо қосылған",Fitness Bowl with Chicken and Quinoa,"Protein fitness bowl with grilled chicken, quinoa, and avocado"
Курица в кисло-сладком соусе,Курица в кисло-сладком соусе,Обжаренная карамелизированная курочка в кисло-сладком соусе с рисом и кунжутными семечками,Тәтті-қышқыл соусымен тауық,"Қуырыған карамельденген тауық еті кисло-сладким соусымен, күріш пен кунжіт тұқымдарымен",Chicken in Sweet and Sour Sauce,Caramelized grilled chicken in a sweet and sour sauce with rice and sesame seeds
Азиатский удон с креветками,Азиатский удон с креветками,Лапша удон с тигровыми креветками и томлеными овощами под зеленым соусом Карри,,,,
Лосось на гриле,Лосось на гриле,Нежнейший стейк норвежского лосося на гриле в соусе терияки с рисом и шпинатом,Грильдегі лосось,"Норвегиялық лосось стейкі терияки соусымен грильде пісіріліп, күріш пен шпинатпен",Grilled salmon,"Tender Norwegian salmon steak grilled with teriyaki sauce, served with rice and spinach"
Стейк Рибай с перечным соусом.,Стейк Рибай с перечным соусом.,"Сочный стейк из мраморной говядины с перечным соусом, подается в разрезанном виде с луком сибулет",Рибай стейк бұрышты соуспен,"Шырынды мармалды сиыр еті стейкі қара бұрыш соусымен, кесілген күйде сибулет пиязы мен беріледі",Ribeye steak with pepper sauce,"Juicy marbled beef steak with pepper sauce, served sliced with shallots"
Куриное филе с брокколи и грибами,Куриное филе с брокколи и грибами,Сочное филе в идеальном сочетании с хрустящей брокколи и ароматными грибами,Тауық еті брокколи мен саңырауқұлақтармен,Шырынды филе хрустящая брокколи мен хош иісті саңырауқұлақтармен тамаша үйлесімде,Chicken fillet with broccoli and mushrooms,Juicy fillet paired with crispy broccoli and aromatic mushrooms
Филе миньон,Филе миньон,Сытный филе-миньон с обжаренным картофелем в сливочно-грибном соусе,Филе миньон,Құнарлы филе-миньон қуырылған картоппен және кілегейлі саңырауқұлақ тұздығымен,Filet Mignon,Hearty filet mignon with fried potatoes in a creamy mushroom sauce
Фитнес боул с киноа ,Фитнес боул с киноа ,"Белковый фитнес боул с обжаренной курочкой, киноа и авокадо",Фитнес боулы киноамен,"Протеинді фитнес боулы қуырылған тауық еті, киноа мен авокадо қосылған",Fitness bowl with quinoa,"Protein fitness bowl with grilled chicken, quinoa, and avocado"
Глинтвейн Красный Виноград б/а,Глинтвейн Красный Виноград б/а,,Қызыл жүзімнен жасалған ыстық шарап (алкогольсіз),,Red Grape Mulled Wine (Non-Alcoholic),
Martini Riserva Ambrato 75 мл,Martini Riserva Ambrato 75 мл,,Martini Riserva Ambrato 75 мл,,Martini Riserva Ambrato 75 ml,
Martini Rosso 100 мл,Martini Rosso 100 мл,,Martini Rosso 100 мл,,Martini Rosso 100 ml,
Martini Fiero 100 мл,Martini Fiero 100 мл,,Martini Fiero 100 мл,,Martini Fiero 100 ml,
Martini Bianco 100 мл,Martini Bianco 100 мл,,Martini Bianco 100 мл,,Martini Bianco 100 ml,
Martini Riserva Rubino 75 мл,Martini Riserva Rubino 75 мл,,Martini Riserva Rubino 75 мл,,Martini Riserva Rubino 75 ml,
Martini Riserva Bitter 75 мл,Martini Riserva Bitter 75 мл,,Martini Riserva Bitter 75 мл,,Martini Riserva Bitter 75 ml,
Martini Extra Dry 100 мл,Martini Extra Dry 100 мл,,Martini Extra Dry 100 мл,,Martini Extra Dry 100 ml,
Coca-Cola Classic,Coca-Cola Classic,,Coca-Cola Classic,,Coca-Cola Classic,
Coca-Cola Zero,Coca-Cola Zero,,Coca-Cola Zero,,Coca-Cola Zero,
Sprite,Sprite,,Sprite,,Sprite,
Fanta,Fanta,,Fanta,,Fanta,
Апельсиновый сок 200 мл,Апельсиновый сок 200 мл,,Апельсин шырыны 200 мл,,Orange Juice 200 ml,
Яблочный сок 200 мл,Яблочный сок 200 мл,,Яблочный сок 200 мл,,Apple Juice 200 ml,
Вишневый сок 200 мл,Вишневый сок 200 мл,,Шие шырыны 200 мл,,Cherry Juice 200 ml,
Вишневый сок 700 мл,Вишневый сок 700 мл,,Шие шырыны 700 мл,,Cherry Juice 700 ml,
Апельсин сок 1000 мл,Апельсин сок 1000 мл,,Апельсин шырыны 1000 мл,,Orange Juice 1000 ml,
Яблочный сок 1000 мл,Яблочный сок 1000 мл,,Яблочный сок 1000 мл,,Apple Juice 1000 ml,
Неполная проварка,Неполная проварка,,Жартылай пісірілген,,Al dente,
Полная проварка,Полная проварка,,Толықтай пісірілген,,Fully cooked,
Каша рисовая ,Каша рисовая ,,Тарықша,,Rice porridge,
Манная каша,Манная каша,,Семолина ботқасы,,Semolina porridge,
Каша овсяная ,Каша овсяная ,,Сұлы ботқасы,,Oatmeal,
Без кофе,Без кофе,,Кофе жоқ,,Without coffee,
Капучино 200 мл,Капучино 200 мл,Ароматный кофе с бархатистой молочной пеной и гармоничным вкусом.,Капучино 200 мл,"Ароматты кофе, барқытты сүт көбікпен және үйлесімді дәммен.",Cappuccino 200 ml,Aromatic coffee with velvety milk foam and a harmonious flavor.
Американо 250 мл,Американо 250 мл,Классический чёрный кофе с насыщенным ароматом и сбалансированной горчинкой.,Американо 250 мл,Классикалық қара кофе бай хош иіспен және тепе-тең ащылығымен.,Americano 250 ml,Classic black coffee with a rich aroma and balanced bitterness
Латте 200 мл,Латте 200 мл,"Мягкий кофейный напиток с насыщенным эспрессо, молоком и воздушной пеной.",Латте 200 мл,"Жұмсақ кофейный ішімдік, эспрессоның бай дәмі, сүт және ауадай жеңіл көбікпен.",Latte 200 ml,"A smooth coffee drink with rich espresso, milk, and airy foam."
Эспрессо 200 мл,Эспрессо 200 мл,,Эспрессо 200 мл,,Espresso 200 ml,
Кофе в зале,Кофе в зале,,Залда кофе,,Coffee to stay,
Кофе на вынос,Кофе на вынос,,Алып кетуге,,Coffee to-go,
Medium,Medium,,Medium,,Medium,
Medium Well,Medium Well,,Medium Well,,Medium Well,
Well done,Well done,,Well done,,Well Done,
Medium rare,Medium rare,,Medium rare,,Medium Rare,
Rare,Rare,,Rare,,Rare,
Зеленый боул.,Зеленый боул.,"Питательный боул с яйцом, кремом из оливок, шпинатом, кабачками, брокколи, авокадо и попкорном из киноа",Жасыл боул,"Жұмыртқамен, зәйтүн майы кремімен, шпинатпен, кабачоктармен, брокколи, авокадо мен киноадан жасалған попкорнмен қоректік боул",Green Bowl,"Nutritious bowl with egg, olive cream, spinach, zucchini, broccoli, avocado, and quinoa popcorn"
Турецкий завтрак.,Турецкий завтрак.,"Сытный завтрак с яйцами, томатами конкасе, шпинатом и зеленым луком",Түрік таңғы ас,"Жұмыртқамен, консервіленген помидорлармен, шпинатпен және жасыл пиязбен дәмді таңғы ас",Turkish Breakfast,"Hearty breakfast with eggs, concasse tomatoes, spinach, and green onions"
Хумус 100 гр,Хумус 100 гр,Нежный крем из нута с оливковым маслом и ароматной паприкой — классическая восточная закуска с мягкой текстурой и насыщенным вкусом.,Хумус 100 гр,"Нуттан жасалған нәзік крем, зәйтүн майы және дәмді паприка - жұмсақ текстуралы және бай дәмді дәстүрлі шығыс тағамы",Hummus 100g,Delicate chickpea cream with olive oil and aromatic paprika — a classic Eastern appetizer with a smooth texture and rich taste
Бабагануш 100 гр,Бабагануш 100 гр,"Лёгкий крем из печёного баклажана с нотками копчёности, сибулетом и каплей оливкового масла — мягкий и бархатистый вкус Ближнего Востока",Бабагануш 100 гр,"Қуырылған баклажаннан жасалған жеңіл крем, түтіндік дәмі, сибулет пен зәйтүн майының бірнеше тамшысы - Таяу Шығыстың жұмсақ және барқыт дәмі",Baba Ganoush 100g,"Light roasted eggplant cream with smoky notes, chives, and a drop of olive oil — a soft and velvety taste of the Middle East"
Капоната 100 гр,Капоната 100 гр,"Средиземноморская закуска из томлёных овощей с добавлением кедровых орехов и сибулета — насыщенная, ароматная и сбалансированная.",Капоната 100 гр,"Томалаған көкөністерден жасалған Жерорта теңізі тағамы, кедр жаңғақтары мен сибулет қосылған - бай, хош иісті және теңдестірілген",Caponata 100g,"Mediterranean appetizer of stewed vegetables with pine nuts and chives — rich, fragrant, and balanced"
Крем из феты 100 гр,Крем из феты 100 гр,"Нежный сливочный крем с солоноватой фетой, оливковой пастой и сибулетом — изысканная намазка с выразительным вкусом.",Фета кремі 100 гр,"Нәзік кремді фета ірімшігі, зәйтүн пастасы мен сибулеттен жасалған - дәмді намазка",Feta Cream 100g,"Delicate creamy spread with salty feta, olive paste, and chives — an exquisite spread with a distinct flavor"
Мухаммара 100 гр,Мухаммара 100 гр,"Пикантный дип из печёного перца и вяленых томатов с творожным сыром, сибулетом и оливковым маслом — яркое сочетание сладкого и острого.",Мухаммара 100 гр,"Қуыруланған бұрыш пен кептірілген помидордан жасалған пикантты дип, сүзбе ірімшігі, сибулет пен зәйтүн майымен - тәтті мен ащының тамаша үйлесімі",Muhammara 100g,"Spicy dip of roasted peppers and sun-dried tomatoes with cream cheese, chives, and olive oil — a bright combination of sweet and spicy"
Фруктовая тарелка,Фруктовая тарелка,"Свежие и сочные сезонные фрукты, нарезанные для удобства, — лёгкое и яркое дополнение к любому столу.",Жеміс табағы,"Жаңа әрі шырынды маусымдық жемістер, ыңғайлы етіп туралған - кез келген үстелге жеңіл және жарқын қосымша",Fruit Plate,"Fresh and juicy seasonal fruits, sliced for convenience — a light and vibrant addition to any table"
Сырная тарелка,Сырная тарелка,"Ассорти из благородных сыров с орехами, виноградом и медом — идеальное сочетание сладкого и солёного.",Сыр табағы,"Қымбат ірімшіктерден жасалған асорти, жаңғақтар, жүзім және бал - тәтті мен тұздың тамаша үйлесімі",Cheese Plate,"Assorted fine cheeses with nuts, grapes, and honey — the perfect combination of sweet and salty"
Пивные креветки ,Пивные креветки ,"Сочные креветки, обжаренные с ароматными специями, подаются горячими - идеальная закуска к пенному",Бір бөтелке сыра қосылған асшаяндар,"Дәмді теңіз өнімдері, хош иісті дәмдеуіштермен қуырылған - сырамен тамаша тағам",Beer Shrimp,"Juicy shrimp, sautéed with aromatic spices, served hot — the perfect snack to go with beer"
Брокколи в арахисовом соусе ,Брокколи в арахисовом соусе ,"Сочные соцветия брокколи в пряном арахисово-чили соусе, посыпанные фисташками и сибулетом, с каплей оливкового масла.",Арахис тұздығында брокколи,"Хош иісті брокколи гүлдері, ащы жержаңғақ пен чили соусында, фисташкалар мен сибулетпен, зәйтүн майының бірнеше тамшысымен",Broccoli in Peanut Sauce,"Juicy broccoli florets in a spicy peanut-chili sauce, sprinkled with pistachios and chives, with a drop of olive oil"
Пивной сет,Пивной сет,Сытный набор пивных байтов не оставит вас равнодушным,Сыра жинағы,Тұзды пивалық байттар жиынтығы сізді бейжай қалдырмайды,Beer Set,Hearty beer bites platter that will leave you delighted
Крылышки баффало,Крылышки баффало,"Хрустящие креветки в темпурном кляре, подаются с пикантным соусом динамит, кунжутом и сибулетом.",Баффало қанаттары,"Қуырылған креветкалар, темпура клярында, динамит соусымен, кунжутпен және сибулетпен ұсынылады",Buffalo Wings,"Crispy shrimp in tempura batter, served with spicy dynamite sauce, sesame seeds, and chives"
Креветки темпура с соусом васаби,Креветки темпура с соусом васаби,"Острые креветки в кляре с соусом васаби и терияке, украшенные луком сибулет и кунжутом",Темпура асшаяндар васаби соусымен,"Қуырылған креветкалар, васаби және терияке соусымен, сибулет пен кунжутпен безендірілген",Tempura Shrimp with Wasabi Sauce,"Spicy shrimp in batter with wasabi and teriyaki sauce, garnished with chives and sesame seeds"
Лепешка греческая,Лепешка греческая,"Греческая лепешка на топленом масле с йогуртом, яйцами и сыром фетакса.",Грек лепешкасы,"Грек лепешкасы, маймен пісірілген, йогурт, жұмыртқа және фета ірімшігімен",Greek Flatbread,"Greek flatbread with clarified butter, yogurt, eggs, and feta cheese"
Слоеная лепешка с зеленым луком,Слоеная лепешка с зеленым луком,Пшеничная лепешка с зеленым луком,Жасыл пиязбен қабатталған қуырылған лепешка,Бидай лепешкасы жасыл пиязбен,Puff Pastry with Green Onion,Wheat flatbread with green onions
Гуляш,Гуляш,Нежнейший суп гуляш с говяжьим ребром и отварными овощами,Гуляш,"Сиыр етінен жасалған гуляш сорпасы, көкөністермен",Goulash,Tender goulash soup with beef ribs and boiled vegetables
Том ям с морепродуктами ,Том ям с морепродуктами ,Пикантный Том Ям с морепродуктами,Том Ям теңіз өнімдерімен,Пикантты Том Ям теңіз өнімдерімен,Tom Yum with Seafood,Spicy Tom Yum with seafood
Куриный суп с пельменями и лапшой ,Куриный суп с пельменями и лапшой ,Насыщенный куриный бульон с домашней лапшой и пельменями,Тауық сорпасы пельменьмен және лапшамен,"Насыщенный тауық еті бульоны, үйленген лапшамен және пельмендермен",Chicken Soup with Dumplings and Noodles,Rich chicken broth with homemade noodles and dumplings
Спагетти Болоньезе.,Спагетти Болоньезе.,Спагетти из твердых сортов пшеницы под соусом Болоньезе,Спагетти Болоньезе,"Қатты бидайдан жасалған спагетти, Болоньезе соусымен",Spaghetti Bolognese,Spaghetti made from durum wheat with Bolognese sauce
Пенне Аррабиата,Пенне Аррабиата,Пенне под соусом из микса спелых томатов с базиликом,Пенне Аррабиата,"Пенне, пісірілген томаттар мен базиликпен соусты",Penne Arrabbiata,Penne with a sauce of ripe tomatoes and basil
Чикен бургер,Чикен бургер,Классический бургер с сочной котлетой из цыпленка,Тауық бургері,"Классикалық бургер, шырынды тауық етінен жасалған котлетамен",Chicken Burger,Classic burger with a juicy chicken patty
Бургер Чайла ,Бургер Чайла ,Фирменный бургер с говяжьей котлетой собственного приготовления из мраморной говядины. Подается с картофелем фри,Чайла бургері,"Фирмалық бургер, мраморлы сиыр етінен жасалған котлетамен, картоп фриімен",Chayla Burger,"Signature burger with a beef patty made from marbled beef, served with French fries"
Пицца Маргарита,Пицца Маргарита,"Маргарита с Моцареллой, свежим базиликом и тертым Пармезаном",Маргарита пиццасы,"Маргарита пиццасы, моцарелла, жаңа базилик және терілу пармезанмен",Margherita Pizza,"Margherita pizza with mozzarella, fresh basil, and grated Parmesan"
Пицца Пепперони ,Пицца Пепперони ,"Пицца с томатным соусом, пикантной пепперони и сыром Пармезан.",Пепперони пиццасы,"Пицца, томат соусымен, пикантты пепперони мен пармезан ірімшігімен",Pepperoni Pizza,"Pizza with tomato sauce, spicy pepperoni, and Parmesan cheese"
Пицца цыпленок с грибами ,Пицца цыпленок с грибами ,"Популярная пицца с копченой куриной грудкой, шампиньонами и сыром Пармезан.",Тауық пен саңырауқұлақ пиццасы,"Көп танымал пицца, түтінмен қуырылған тауық еті, шампиньондар және пармезан ірімшігімен",Chicken and Mushrooms Pizza,"Popular pizza with smoked chicken breast, mushrooms, and Parmesan cheese"
Пицца четыре сыра ,Пицца четыре сыра ,Нежнейшая пицца с 4 разными видами сыра,Төрт ірімшік пиццасы,"Нәзік пицца, 4 түрлі ірімшіктен",Four Cheese Pizza,Delicate pizza with four different types of cheese
Греческий салат ,Греческий салат ,Салат из свежих овощей с оливками и сыром Фета заправленный греческим соусом и соусом бальзамик,Грек салаты,"Жаңа көкөністерден жасалған салат, оливкалар мен фета ірімшігімен, грек соусымен және бальзамик соусымен",Greek Salad,"Fresh vegetable salad with olives and feta cheese, dressed with Greek sauce and balsamic vinegar"
Зеленый салат с креветками,Зеленый салат с креветками,Зеленый салат из свежих овощей и жаренных креветок,Жасыл салат асшаяндармен,Жаңа көкөністерден және қуырылған креветкалардан жасалған жасыл салат,Green Salad with Shrimp,Green salad with fresh vegetables and grilled shrimp
Теплый салат с кониной,Теплый салат с кониной,Сытный салат с обжаренной кониной и зеленью,Жылы салат аттан етінен,,Warm salad with horse meat,
Хрустящий баклажан ,Хрустящий баклажан ,"Карамелизированные баклажаны со свежими томатами под азиатским соусом, украшенные кинзой и кунжутными семечками",Қытырлақ баклажан,,Crispy eggplant,
Лимонный тарт,Лимонный тарт,Рассыпчатое песочное тесто с ароматным лимонным кремом и нежной меренгой сверху,Лимон тарт,"Ұнтақталған пісірілген қамыр, хош иісті лимон кремі мен нәзік меренгамен",Lemon Tart,Crispy shortcrust pastry with fragrant lemon cream and delicate meringue on top
Баскский чизкейк манго-маракуйя,Баскский чизкейк манго-маракуйя,"Чизкейк Сан Себастьян, политый пюре манго и маракуйя",Баск чизи кексы манго-маракуйя,"Чизкейк Сан Себастьян, манго және маракуйя пюресімен",Basque Cheesecake Mango-Passionfruit,"San Sebastian cheesecake, topped with mango and passion fruit puree"
Бельгийские вафли,Бельгийские вафли,"Горячие вафли с ванильным мороженым, сливочным кремом, смородиновым джемом и бананом, украшенные карамельным соусом, сахарной пудрой и мятой.",Банан қосылған бельгиялық вафли,"Жылы вафли, ванильді балмұздақпен, креммен, қарақат джемімен және бананмен, карамель соусымен, қант ұнтағымен және ментамен безендірілген",Belgian Waffles with Banana,"Warm waffles with vanilla ice cream, creamy filling, currant jam, and banana, garnished with caramel sauce, powdered sugar, and mint"
Сырники из иримшика,Сырники из иримшика,Теплые сырники из иримшика с ягодным соусом и сливочным муссом,Ирымшик сырнигі,"Ыстық сырники, иримшикпен, жидек соусымен және кремді мусс",Irimshik cheese pancakes,"Warm syrniki with irimshik, berry sauce, and creamy mousse"
Куриное бедро с картофелем и грибами ,Куриное бедро с картофелем и грибами ,"Нежное куриное бедро, запеченное с картофелем и шампиньонами, в сочетании с ароматным соевым соусом и зелёным луком для пикантного вкуса.",Тауық жамбасы картоп пен саңырауқұлақтармен,"Нәзік тауық жамбасы, картоп пен шампиньонмен пісірілген, хош иісті соя соусымен және жасыл пиязбен пикантты дәмде",Chicken thigh with potatoes and mushrooms,"Tender chicken thigh, baked with potatoes and mushrooms, combined with fragrant soy sauce and green onions for a spicy taste"
Филе Миньон с картофельным гратеном.,Филе Миньон с картофельным гратеном.,"Нежнейший филе миньон с устричным соусом, подается с ароматным картофельным гратеном и хрустящими чесночными чипсами.",Филе Миньон картоп гратинымен,"Нәзік филе миньон, устрица соусымен, хош иісті картоп гратені мен қытырлақ сарымсақ чипсаларымен",Filet Mignon with potato gratin,"Delicate fillet mignon with oyster sauce, served with fragrant potato gratin and crispy garlic chips"
Говяжья котлета с пюре и яйцом.,Говяжья котлета с пюре и яйцом.,"Обжаренная на растительном масле говяжья котлета, подается с картофельным пюре и грибами шампиньон",Говяжья котлеті пюре мен жұмыртқамен,"Қуыру майында қуырылған сиыр етінен жасалған котлет, картоп пюресі мен шампиньондармен",Beef cutlet with mashed potatoes and egg,"Beef patty fried in vegetable oil, served with mashed potatoes and champignon mushrooms"
Донер с цыпленком.,Донер с цыпленком.,"Фирменный донер с курицей, маринованными огурцами и фри, подается с картофелем фри и кетчупом.",Тауық донері,"Фирмалық донер, тауық етімен, маринован қияр мен картоп фри, кетчуппен ұсынылады",Chicken doner,"Signature döner with chicken, pickled cucumbers, and fries, served with French fries and ketchup"
Жареный рис с цыпленком.,Жареный рис с цыпленком.,"Жареный в терияке соусе рис с яйцом, подается с куриным филе и чесночными чипсами",Тауықпен қуырылған күріш,"Терияке соусымен қуырылған күріш, жұмыртқа, тауық еті мен сарымсақ чипсаларымен",Fried rice with chicken,"Fried rice with teriyaki sauce, egg, served with chicken fillet and garlic chips"
Рибай с перечным соусом.,Рибай с перечным соусом.,,,,,
Соте из морепродуктов,Соте из морепродуктов,"Соте из морепродуктов с креветками, кальмарами, мидиями, вонголе и анчоусами, приготовленное с луком шалот, оливками и каперсами на сливочном масле, украшено петрушкой и луком сибулет.",Теңіз өнімдерінен соте,"Теңіз өнімдерінен жасалған соте, креветкалар, кальмарлар, мидиялар, вонголе мен аншоус, шалот пиязымен, оливкалар мен каперлермен, кремді майда пісірілген, петрушка мен сибулетпен безендірілген",Seafood sauté,"Seafood sauté with shrimp, squid, mussels, vongole, and anchovies, cooked with shallots, olives, and capers in butter, garnished with parsley and chives"
Удон с цыпленком.,Удон с цыпленком.,Лапша удон с панированным цыпленком и грибами вешанки под устричным соусом,Тауықпен удон,Удон кеспесі нанға батқан тауық еті мен устрица саусында пісірілген саңырауқұлақтармен,Chicken udon,Udon noodles with breaded chicken and oyster mushrooms in oyster sauce
Шакшука из микс томатов,Шакшука из микс томатов,,Микс томаттардан шакшука,,Shakshuka from mixed tomatoes,
Картофель фри с пармезаном ,Картофель фри с пармезаном ,Картофель фри с сырным соусом и сыром Пармезан,Парезі бар картоп фри,Картофель фри ірімшек соусымен және Пармезан ірімшігімен,French fries with parmesan,French fries with cheese sauce and Parmesan cheese
Картофельное пюре,Картофельное пюре,"Классическое картофельное пюре, приготовлено с добавлением сливок",Картоп пюресі,"Классикалық картоп пюресі, қаймақ қосып дайындалған",Mashed potatoes,Classic mashed potatoes made with cream
Овощи на гриле,Овощи на гриле,"Свежие овощи, приготовленные на гриле под чесночным маслом",Грильде пісірілген көкөністер,"Жаңа көкөністер, грильде дайындалып, сарымсақ майымен пісірілген",Grilled vegetables,Fresh vegetables grilled and served with garlic butter
