needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Фетучини Альфредо,Фетучини Альфредо,"Паста фетучини с курицей, сливками и шампиньонами",Феттучини Альфредо,"Феттучини пастасы тауық етімен, креммен және шампиньонмен.",Fettuccine Alfredo,"Fettuccine pasta with chicken, cream, and mushrooms."
Спагетти с креветками и соусом биск,Спагетти с креветками биск,Паста с креветками в сливочном соусе с фисташками,Шрэмптермен спагетти биск,Креветкалармен паста кремді соуспен және фисташкалармен.,Spaghetti with shrimp bisque,Pasta with shrimp in creamy sauce with pistachios.
Паккери с морепродуктами,Паккери с морепродуктами,"Нежная паста в ароматном томатном соусе с мидиями, вонголе и зеленью",Теңіз өнімдерімен паккери,"Нәзік паста хош иісті томат соусымен мидиялармен, вонголе мен шөптермен.",Paccheri with seafood,"Delicate pasta in aromatic tomato sauce with mussels, vongole, and herbs."
Jagermeister,Jagermeister,,Jägermeister,,Jägermeister,
Сникерс,Сникерс,,Сникерс,,Snickers,
Фисташковый рулет,Фисташковый рулет,,Фисташкалы рулет,,Pistachio roll,
Десерт для любимой,Десерт для любимой,,Сүйіктіме арналған десерт,,Dessert for my beloved,
Наполеон,Наполеон,,Наполеон,,Napoleon,
Малина ваниль,Малина ваниль,,Малина ваниль,,Raspberry vanilla,
Тирамису,Тирамису,,Тирамису,,Tiramisu,
Испанский чизкейк,Испанский чизкейк,,Испандық чизкейк,,Spanish cheesecake,
Медовый,Медовый,,Бал торт,,Honey cake,
Морковный,Морковный,,Морковты торт,,Carrot cake,
Мароканский 900 гр,Марокканский 900 мл,,Мароккандық 900 мл,,Moroccan 900 ml,
Имбирь -клюква 900 гр,Имбирь-клюква 900 мл,,Имбирь-клюква 900 мл,,Ginger-cranberry 900 ml,
Ташкентский 900 гр,Ташкентский 900 мл,,Ташкенттік 900 мл,,Tashkent 900 ml,
Груша-малина 900 гр,Груша-малина 900 мл,,Алмұрт-малина 900 мл,,Pear-raspberry 900 ml,
Вишня-амаретто 900 гр,Вишня-амаретто 900 мл,,Вишня-амаретто 900 мл,,Cherry-amaretto 900 ml,
Облепиха-айва 900 гр ,Облепиха-айва 900 мл,,Облепиха-айва 900 мл,,Sea buckthorn-quince 900 ml,
Красная смородина-клюква 900 гр,Красная смородина-клюква 900 мл,,Қызыл қарақат-клюква 900 мл,,Red currant-cranberry 900 ml,
"Co Monier Prosecco DOC Spumante Extra Dry 0,750","Co Monier Prosecco DOC Spumante Extra Dry 0,750",,"Co Monier Prosecco DOC Spumante Extra Dry 0,750",,Co Monier Prosecco DOC Spumante Extra Dry 0.750,
"Chateau du Cornet 0,750 ","Chateau du Cornet 0,750 ",,"Chateau du Cornet 0,750",,Chateau du Cornet 0.750,
"Chateau Le Mount da Puit 0,750","Chateau Le Mount da Puit 0,750",,"Chateau Le Mount da Puit 0,750",,Chateau Le Mount da Puit 0.750,
ARARAT 5YO,ARARAT 5YO,,ARARAT 5YO,,ARARAT 5YO,
MARTELL VSOP,MARTELL VSOP,,MARTELL VSOP,,MARTELL VSOP,
MARTELL VS,MARTELL VS,,MARTELL VS,,MARTELL VS,
Лимон,Лимон,,Лимон,,Lemon,
Сливки ,Сливки ,,Құрама сүт,,Cream,
Лайм,Лайм,,Лайм,,Lime,
"Альтернативное молоко 0,200",Альтернативное молоко 200 мл,,Балама сүт 200 мл,,Alternative milk 200 ml,
Сироп в ассортименте 20г,Сироп в ассортименте 20 г,,Сироп түрлері 20 г,,Syrup assortment 20 g,
Мед,Мед,,Бал,,Honey,
Молоко,Молоко,,Сүт,,Milk,
Апельсин,Апельсин,,Апельсин,,Orange,
Яблоко,Яблоко,,Алма,,Apple,
Рис отварной,Рис отварной,,Дәмді күріш,,Boiled rice,
Овощи на гриле,Овощи на гриле,,Грильде пісірілген көкөністер,,Grilled vegetables,
Пюре картофельное,Пюре картофельное,,Картоп пюресі,,Mashed potatoes,
Брокколи,Брокколи,,Брокколи,,Broccoli,
Фри,Фри,,Картоп фри,,Fries,
Тунец консервированный,Тунец консервированный,,Консервіленген тунец,,Canned tuna,
Сыр чеддер,Сыр чеддер,,Чеддар сыры,,Cheddar cheese,
Лосось ,Лосось ,,Лосось,,Salmon,
Колбасы,Колбасы,,Шұжықтар,,Sausages,
Лосось гравлакс ,Лосось гравлакс ,,Гравлаксы бар лосось,,Gravlax salmon,
Авокадо,Авокадо,,Авокадо,,Avocado,
Шпинат ,Шпинат ,,Шпинат,,Spinach,
Микс зелени,Микс зелени,,Жасыл шөптер қоспасы,,Herb mix,
Колбаски молочные ,Колбаски молочные ,,Сүт шұжықтары,,Milk sausages,
Огурцы,Огурцы,,Қияр,,Cucumbers,
Оливки,Оливки,,Зәйтүн,,Olives,
Блины ,Блины ,,Блинчиктер,,Pancakes,
Редис ,Редис ,,Редис,,Radish,
Маслины,Маслины,,Маслиналар,,Olives,
Романо ,Романо ,,Романо сыры,,Romano cheese,
Гуакамолле,Гуакамоле,,Гуакамоле,,Guacamole,
Помидоры,Помидоры,,Помидорлар,,Tomatoes,
Рисовая каша с клубникой,Рисовая каша с ягодами,"Нежная рисовая каша с клубникой, голубикой, вишневым вареньем и сливочным маслом.",Жидекпен күріш ботқасы,"Жұмсақ күріш ботқасы құлпынай, көкжидек, вишня джемі және сары маймен.",Rice porridge with berries,"Tender rice porridge with strawberries, blueberries, cherry jam, and butter."
Мюсли молоко/йогурт,Мюсли с ягодами,,Жидекпен мюсли,,Muesli with berries,
Овсяная каша с бананом,Овсяная каша с бананом,"Сладкая овсяная каша с бананом, сливочным маслом и сахарным сиропом.",Бананмен сұлы ботқасы,"Тәтті сұлы ботқасы банан, сары май және қант шәрбатымен.",Oatmeal with banana,"Sweet oatmeal porridge with banana, butter, and sugar syrup."
"Co Monier ProseccoDOC Spumante Extra Dry 0,15","Co Monier ProseccoDOC Spumante Extra Dry 0,15",,"Co Monier Prosecco DOC Spumante Extra Dry 0,15",,Co Monier Prosecco DOC Spumante Extra Dry 0.15,
"Chateau du Cornet  0,150","Chateau du Cornet  0,150",,"Chateau du Cornet 0,150",,Chateau du Cornet 0.150,
"Chateau Le Mount da Puit 0,15","Chateau Le Mount da Puit 0,15",,"Chateau Le Mount da Puit 0,15",,Chateau Le Mount da Puit 0.15,
