needle,name-ru,description-ru,name-kk,description-kk,name-en,description-en
Без кофе,Без кофе,,Кофесіз,,No Coffee,
Баклажаны в азиатском соусе,Баклажаны в азиатском соусе,,Азиялық соуспен дайындалған баклажан,,Eggplant in Asian Sauce,
"Арарат Cherry/Apricot 0,05",Арарат Cherry / Apricot 50 мл,,Арарат Cherry / Apricot 50 мл,,Ararat Cherry / Apricot 50 ml,
"Арарат 7 YO 0,05",Арарат 7 YO 50 мл,,Арарат 7 YO 50 мл,,Ararat 7 YO 50 ml,
"Арарат 5 YO 0,05",Арарат 5 YO 50 мл,,Арарат 5 YO 50 мл,,Ararat 5 YO 50 ml,
Арарат 10 YO Ахтамар,Арарат 10 YO Ахтамар,,Арарат 10 YO Ахтамар,,Ararat 10 YO Akhtamar,
Апельсиновый фреш,Апельсиновый фреш,"Натуральный свежевыжатый апельсиновый сок, насыщенный витаминами и солнечным вкусом.",Апельсин фреші,"Табиғи, жаңа сығылған апельсин шырыны, дәрумендерге бай және күн шуақты дәмге толы.",Orange Fresh Juice,"Natural freshly squeezed orange juice, rich in vitamins and full of sunny flavor."
Апельсиновый сок (200 мл),Апельсиновый сок 200 мл,,Апельсин шырыны 200 мл,,Orange Juice 200 ml,
Апельсин сок (1000 мл),Апельсин сок 1000 мл,,Апельсин шырыны 1000 мл,,Orange Juice 1000 ml,
Английский завтрак,Большой Английский завтрак,Сытный английский завтрак с говяжьими колбасками и миксом зелени,Үлкен ағылшын таңғы асы,Тоқ жүретін ағылшын таңғы асы сиыр еті шұжығы мен жасыл шөп қоспасымен.,Full English Breakfast,Hearty English breakfast with beef sausages and a mix of greens.
Американо 250ml,Американо 250 мл,,Американо 250 мл,,Americano 250 ml,
Американо 150ml,Американо 150 мл,,Американо 150 мл,,Americano 150 ml,
Американо (250 мл),Американо 250 мл,,Американо 250 мл,,Americano 250 ml,
"Айс-ти Вишня-персик 0,900",Айс-ти Вишня-персик 900 мл,Освежающий холодный чай с ягодно-фруктовыми нотками спелой вишни и сочного персика.,Шие-шаян мұзды шай 900 мл,Піскен шие мен шырынды шабдалының жидек-жеміс ноталары бар сергіткіш суық шай.,Iced Tea Cherry-Peach 900 ml,Refreshing iced tea with berry and fruity notes of ripe cherries and juicy peaches.
"Айс-ти Вишня-персик 0,400",Айс-ти Вишня-персик 400 мл,Освежающий холодный чай с ягодно-фруктовыми нотками спелой вишни и сочного персика.,Шие-шаян мұзды шай 400 мл,Піскен шие мен шырынды шабдалының жидек-жеміс ноталары бар сергіткіш суық шай.,Iced Tea Cherry-Peach 400 ml,Refreshing iced tea with berry and fruity notes of ripe cherries and juicy peaches.
"Айс ти классический 0,900",Айс ти классический 900 мл,Классический холодный чай с насыщенным вкусом и лёгкой прохладой.,Классикалық мұзды шай 900 мл,Қанық дәмі мен жеңіл салқындығы бар классикалық суық шай.,Classic Iced Tea 900 ml,Classic iced tea with a rich flavor and a light refreshing coolness.
"Айс ти классический 0,400",Айс ти классический 400 мл,Классический холодный чай с насыщенным вкусом и лёгкой прохладой.,Классикалық мұзды шай 400 мл,Қанық дәмі мен жеңіл салқындығы бар классикалық суық шай.,Classic Iced Tea 400 ml,Classic iced tea with a rich flavor and a light refreshing coolness.
Айс латте,Айс латте,,Мұзды латте,,Iced Latte,
Айс американо,Айс американо,,Мұзды американо,,Iced Americano,
"Zinfandel. Woodbridge (red) 0,750",Zinfandel Woodbridge 750 мл Красное ,,Zinfandel Woodbridge 750 мл Қызыл,,Zinfandel Woodbridge 750 ml Red Wine,
"Zinfandel Rose. Beringer розовое 0,750",Zinfandel Rose Beringer 750 мл Розовое,,Zinfandel Rose Beringer 750 мл Розовое,,Zinfandel Rose Beringer 750 ml Rosé Wine,
Well done,Well done,,Well done,,Well Done,
"Torres 5 YO 0,050",Torres 5 YO 50 мл,,Torres 5 YO 50 мл,,Torres 5 YO 50 ml,
"The Glenlivet Founders Reserve 0,05",The Glenlivet Founders Reserve 50 мл,,The Glenlivet Founders Reserve 50 мл,,The Glenlivet Founder’s Reserve 50 ml,
"The Glenlivet 15 YO 0,05",The Glenlivet 15 YO 50 мл,,The Glenlivet 15 YO 50 мл,,The Glenlivet 15 YO 50 ml,
"THE Glenlivet 12 YO 0,05",THE Glenlivet 12 YO 50 мл,,THE Glenlivet 12 YO 50 мл,,The Glenlivet 12 YO 50 ml,
Sprite,Sprite,,Sprite,,Sprite,
"Schweppes 0,450",Schweppes 450 мл,Классический газированный напиток с освежающим вкусом.,Schweppes 450 мл,Сергітетін дәмі бар классикалық газдалған сусын.,Schweppes 450 ml,Classic carbonated drink with a refreshing taste.
Sauvignon Blanc. Nuala (white),Sauvignon Blanc Nuala Белое,,Sauvignon Blanc Nuala Ақ шарап,,Sauvignon Blanc Nuala White Wine,
"Sauvignon Blanc. Le Grand Noir 0,150 Белое",Sauvignon Blanc Le Grand Noir 150 мл Белое,,Sauvignon Blanc Le Grand Noir 150 мл Ақ шарап,,Sauvignon Blanc Le Grand Noir 150 ml White Wine,
San Valentin. Torres (white),San Valentin Torres Белое,,San Valentin Torres Ақ шарап,,San Valentin Torres White Wine,
"Romanov 0,05",Romanov 50 мл,,Romanov 50 мл,,Romanov 50 ml,
"Roche mazet Grenache Rouge (red) 0,750",Roche mazet Grenache Rouge 750 мл Красное,,Roche Mazet Grenache Rouge 750 мл Қызыл,,Roche Mazet Grenache Rouge 750 ml Red Wine,
"Red bull 0,25",Red Bull 250 мл,Энергетический напиток для бодрости и активного дня.,Red Bull 250 мл,Белсенділік пен қуат беретін энергетикалық сусын.,Red Bull 250 ml,Energy drink for alertness and an active day.
Raspberry Ice Latte,Raspberry Ice Latte,"Холодный кофе с ярким вкусом малины и кремовой текстурой, создающий идеальное сочетание свежести и кофейной насыщенности.",Малина мұзды латте,"Ашық таңқурай дәмі мен кремді құрылымы бар суық кофе, балғындық пен кофенің қанықтығын тамаша үйлестіреді.",Raspberry Ice Latte,"Cold coffee with a bright raspberry flavor and a creamy texture, creating the perfect combination of freshness and coffee richness."
Rare,Rare,,Rare,,Rare,
"R.M. Private Selection Pinot Noir (red) 0,750",R.M. Private Selection Pinot Noir 750 мл Красное,,R.M. Private Selection Pinot Noir 750 мл Қызыл,,R.M. Private Selection Pinot Noir 750 ml Red Wine,
"Primitivo. Il Pumo. Cantine San Marzano 0,150 Крас...",Primitivo. Il Pumo. Cantine San Marzano 150 мл Красное,,Primitivo Il Pumo Cantine San Marzano 150 мл Қызыл,,Primitivo Il Pumo Cantine San Marzano 150 ml Red Wine,
"Primitivo. Il Pumo. Cantine San Marzano (red) 0,75...",Primitivo. Il Pumo. Cantine San Marzano 750 мл Красное,,Primitivo Il Pumo Cantine San Marzano 750 мл Қызыл,,Primitivo Il Pumo Cantine San Marzano 750 ml Red Wine,
"Pinot Grigio. Inycon 0,150 Белое",Pinot Grigio. Inycon 150 мл Белое,,Pinot Grigio Inycon 150 мл Ақ шарап,,Pinot Grigio Inycon 150 ml White Wine,
"Olmeca Silver 0,050",Olmeca Silver 50 мл,,Olmeca Silver 50 мл,,Olmeca Silver 50 ml,
"Olmeca Gold 0,050",Olmeca Gold 50 мл,,Olmeca Gold 50 мл,,Olmeca Gold 50 ml,
"Olmeca Altos 0,05",Olmeca Altos 50 мл,,Olmeca Altos 50 мл,,Olmeca Altos 50 ml,
"Nemiroff de luxe 0,05",Nemiroff de luxe 50 мл,,Nemiroff de Luxe 50 мл,,Nemiroff De Luxe 50 ml,
Natureo Muscat. Torres (white),Natureo Muscat Torres Белое,,Natureo Muscat Torres Ақ шарап,,Natureo Muscat Torres White Wine,
Moscato. Le Grand Noir (white),Moscato Le Grand Noir Белое,,Moscato Le Grand Noir Ақ шарап,,Moscato Le Grand Noir White Wine,
Monkey 47,Monkey 47,,Monkey 47,,Monkey 47,
"Moet & Chandon Rose imperial 0,750 Игристое",Moet & Chandon Rose imperial 750 мл Игристое,,Moet & Chandon Rose Imperial 750 мл Шампан,,Moët & Chandon Rosé Impérial 750 ml Sparkling Wine,
"Moet & Chandon Brut Imperial 0,750 Игристое",Moet & Chandon Brut Imperial 750 мл Игристое,,Moet & Chandon Brut Imperial 750 мл Шампан,,Moët & Chandon Brut Impérial 750 ml Sparkling Wine,
Mint cocoa,Mint cocoa,"Холодный кофе с освежающими нотками мяты и насыщенным вкусом какао, создающий идеальный баланс между бодрящим кофе и приятной сладостью.",Жалбыз какао,"Сергітетін кофе мен жағымды тәттіліктің тамаша балансын жасайтын, жалбыздың сергіткіш ноталары мен қанық какао дәмі бар суық кофе.",Mint Cocoa,"Cold coffee with refreshing hints of mint and a rich cocoa flavor, creating the perfect balance between invigorating coffee and pleasant sweetness."
"Merlot. Canti (red) 0,750",Merlot Canti 750 мл Красное,,Merlot Canti 750 мл Қызыл,,Merlot Canti 750 ml Red Wine,
Medium Well,Medium Well,,Medium Well,,Medium Well,
Medium rare,Medium rare,,Medium rare,,Medium Rare,
Medium,Medium,,Medium,,Medium,
"Martini Rosso 0,100",Martini Rosso 100 мл,,Martini Rosso 100 мл,,Martini Rosso 100 ml,
"Martini Riserva Rubino 0,075",Martini Riserva Rubino 75 мл,,Martini Riserva Rubino 75 мл,,Martini Riserva Rubino 75 ml,
"Martini Riserva Bitter 0,075",Martini Riserva Bitter 75 мл,,Martini Riserva Bitter 75 мл,,Martini Riserva Bitter 75 ml,
"Martini Riserva Ambrato 0,075",Martini Riserva Ambrato 75 мл,,Martini Riserva Ambrato 75 мл,,Martini Riserva Ambrato 75 ml,
"Martini Fiero 0,100",Martini Fiero 100 мл,,Martini Fiero 100 мл,,Martini Fiero 100 ml,
"Martini Extra Dry 0,100",Martini Extra Dry 100 мл,,Martini Extra Dry 100 мл,,Martini Extra Dry 100 ml,
"Martini Bianco 0,100",Martini Bianco 100 мл,,Martini Bianco 100 мл,,Martini Bianco 100 ml,
Martell V.S 0.05,Martell V.S 50 мл,,Martell V.S 50 мл,,Martell V.S 50 ml,
"Martel V.S.O.P 0,05",Martel V.S.O.P 50 мл,,Martell V.S.O.P 50 мл,,Martell V.S.O.P 50 ml,
Mango Matcha latte,Mango Matcha latte,"Холодный кофе с нотками нежной матчи и экзотического манго, создающий идеальное сочетание кофейной бодрости и тропической свежести.",Mango Matcha латте,"Кофенің сергектігі мен тропикалық балғындықтың тамаша үйлесімін жасайтын, нәзік матча мен экзотикалық манго ноталары бар суық кофе.",Mango Matcha Latte,"Cold coffee with notes of delicate matcha and exotic mango, creating the ideal combination of coffee energy and tropical freshness."
Kung fu girl Riesling (white),Kung fu girl Riesling Белое,,Kung fu girl Riesling Ақ шарап,,Kung Fu Girl Riesling White Wine,
"Jameson Stout Edition 0,05",Jameson Stout Edition 50 мл,,Jameson Stout Edition 50 мл,,Jameson Stout Edition 50 ml,
"Jameson Orange 0,05",Jameson Orange 50 мл,,Jameson Orange 50 мл,,Jameson Orange 50 ml,
"Jameson Crested 0,05",Jameson Crested 50 мл,,Jameson Crested 50 мл,,Jameson Crested 50 ml,
"Jameson Black Barrel 0,05",Jameson Black Barrel 50 мл,,Jameson Black Barrel 50 мл,,Jameson Black Barrel 50 ml,
"Jameson 0,05",Jameson 50 мл,,Jameson 50 мл,,Jameson 50 ml,
"Jacob`s Creek, Sparkling -Ch-PN 0,750 Игристое","Jacob`s Creek, Sparkling -Ch-PN 750 мл Игристое",,"Jacob’s Creek, Sparkling -Ch-PN 750 мл Шампан",,"Jacob’s Creek, Sparkling -Ch-PN 750 ml Sparkling Wine",
"Jacob`s Creek, Sparkling -Ch-PN 0,150 Игристое","Jacob`s Creek, Sparkling -Ch-PN 150 мл Игристое",,"Jacob’s Creek, Sparkling -Ch-PN 150 мл Шампан",,"Jacob’s Creek, Sparkling -Ch-PN 150 ml Sparkling Wine",
"Jacob`s Creek, Shiraz Cabernet Sauvignon 0,150 Кра...","Jacob`s Creek, Shiraz Cabernet Sauvignon 150 мл Красное",,"Jacob’s Creek, Shiraz Cabernet Sauvignon 150 мл Қызыл шарап",,"Jacob’s Creek, Shiraz Cabernet Sauvignon 150 ml Red Wine",
"Jacob`s Creek, Shiraz Cabernet Sauvignon (red) 0,7...","Jacob`s Creek, Shiraz Cabernet Sauvignon 0,7...  Красное",,"Jacob’s Creek, Shiraz Cabernet Sauvignon 0,7 л Қызыл шарап",,"Jacob’s Creek, Shiraz Cabernet Sauvignon 0.7 l Red Wine",
"Jacob`s Creek, Sauvignon Blanc 0,750 (white)","Jacob`s Creek, Sauvignon Blanc 750 мл Белое",,"Jacob’s Creek, Sauvignon Blanc 750 мл Ақ шарап",,"Jacob’s Creek, Sauvignon Blanc 750 ml White Wine",
"Jacob`s Creek, Sauvignon Blanc 0,150 Белое","Jacob`s Creek, Sauvignon Blanc 150 мл Белое",,"Jacob’s Creek, Sauvignon Blanc 150 мл Ақ шарап",,"Jacob’s Creek, Sauvignon Blanc 150 ml White Wine",
IL PUMO Sauvignon Malvasia (white),IL PUMO Sauvignon Malvasia Белое,,IL PUMO Sauvignon Malvasia Ақ шарап,,IL PUMO Sauvignon Malvasia White Wine,
"Heineken 0,33 бут",Heineken 330 мл,,Heineken 330 мл,,Heineken 330 ml,
"Havana Club Cuban Spiced 0,05",Havana Club Cuban Spiced 50 мл,,Havana Club Cuban Spiced 50 мл,,Havana Club Cuban Spiced 50 ml,
"Havana Club 7 YO 0,05",Havana Club 7 YO 50 мл,,Havana Club 7 YO 50 мл,,Havana Club 7 YO 50 ml,
"Havana Club 3 YO 0,05",Havana Club 3 YO 50 мл,,Havana Club 3 YO 50 мл,,Havana Club 3 YO 50 ml,
"GialOro Ruggeri 0,750 Игристое",GialOro Ruggeri 750 мл Игристое,,GialOro Ruggeri 750 мл Шампан,,GialOro Ruggeri 750 ml Sparkling Wine,
Gazela. Vinho Verde. Sogrape (white),Gazela. Vinho Verde. Sogrape Белое,,Gazela Vinho Verde Sogrape Ақ шарап,,Gazela Vinho Verde Sogrape White Wine,
"Gazela. Vinho Verde Rose. Sogrape розовое 0,750",Gazela. Vinho Verde Rose. Sogrape 750 мл Розовое ,,Gazela Vinho Verde Rose Sogrape 750 мл Розовое шарап,,Gazela Vinho Verde Rose Sogrape 750 ml Rosé Wine,
"Gazela. Vinho Verde Rose. Sogrape 0,150 Розовое",Gazela. Vinho Verde Rose. Sogrape 150 мл Розовое,,Gazela Vinho Verde Rose Sogrape 150 мл Розовое шарап,,Gazela Vinho Verde Rose Sogrape 150 ml Rosé Wine,
"Four Roses Small Batch 0,05",Four Roses Small Batch 50 мл,,Four Roses Small Batch 50 мл,,Four Roses Small Batch 50 ml,
"Four Roses Original 0,05",Four Roses Original 50 мл,,Four Roses Original 50 мл,,Four Roses Original 50 ml,
"Finlandia 0,050 (в ас-те)",Finlandia 50 мл (в ас-те),,Finlandia 50 мл (түрлері бар),,Finlandia 50 ml (assorted),
Fanta,Fanta,,Fanta,,Fanta,
Corona Extra бут,Corona Extra ,,Corona Extra,,Corona Extra,
"Coca-cola/Fanta/Sprite/Zero 0,250",Coca-cola / Fanta / Sprite / Zero 250 мл,,Coca-Cola / Fanta / Sprite / Zero 250 мл,,Coca-Cola / Fanta / Sprite / Zero 250 ml,
Coca-Cola Zero,Coca-Cola Zero,,Coca-Cola Zero,,Coca-Cola Zero,
Coca-Cola Classic,Coca-Cola Classic,,Coca-Cola Classic,,Coca-Cola Classic,
"Cinzano Sweet 0,750 Игристое",Cinzano Sweet 750 мл Игристое,,Cinzano Sweet 750 мл Шампан,,Cinzano Sweet 750 ml Sparkling Wine,
"Cinzano Prosecco Dry 0,750 Игристое",Cinzano Prosecco Dry 750 мл Игристое,,Cinzano Prosecco Dry 750 мл Шампан,,Cinzano Prosecco Dry 750 ml Sparkling Wine,
"Cinzano Edition Rose 0,750 Игристое",Cinzano Edition Rose 750 мл Игристое,,Cinzano Edition Rose 750 мл Шампан,,Cinzano Edition Rose 750 ml Sparkling Wine,
Choco strawberry,Choco strawberry,"Холодный кофе с насыщенным вкусом шоколада и сладкой клубники, создающий идеальное сочетание кремовой мягкости и яркой кофейной бодрости.",Choco strawberry,"Қанық шоколад пен тәтті құлпынай дәмі бар суық кофе, кремді жұмсақтық пен жарқын кофелік сергектіктің мінсіз үйлесімін жасайды.",Choco Strawberry,"Cold coffee with a rich chocolate and sweet strawberry flavor, creating the perfect combination of creamy smoothness and vibrant coffee energy."
"Chivas Regal 18 YO 0,05",Chivas Regal 18 YO 50 мл,,Chivas Regal 18 YO 50 мл,,Chivas Regal 18 YO 50 ml,
"Chivas Regal 15 YO 0,05",Chivas Regal 15 YO 50 мл,,Chivas Regal 15 YO 50 мл,,Chivas Regal 15 YO 50 ml,
"Chivas 12 YO 0,05",Chivas 12 YO 50 мл,,Chivas 12 YO 50 мл,,Chivas 12 YO 50 ml,
Chardonnay. Canti (white),Chardonnay. Canti Белое,,Chardonnay Canti Ақ шарап,,Chardonnay Canti White Wine,
Chardonnay Le Grand Noir (white),Chardonnay Le Grand Noir Белое,,Chardonnay Le Grand Noir Ақ шарап,,Chardonnay Le Grand Noir White Wine,
"Casa Carmela (red) 0,750",Casa Carmela 750 мл Красное,,Casa Carmela 750 мл Қызыл шарап,,Casa Carmela 750 ml Red Wine,
"Carmenere. Bicicleta. Cono Sur (red) 0,750",Carmenere. Bicicleta. Cono Sur 750 мл  Красное,,Carmenere Bicicleta Cono Sur 750 мл Қызыл шарап,,Carmenere Bicicleta Cono Sur 750 ml Red Wine,
"Campo Viejo, Tempranillo 0,750 (red)","Campo Viejo, Tempranillo 750 мл Красное",,Campo Viejo Tempranillo 750 мл Қызыл шарап,,Campo Viejo Tempranillo 750 ml Red Wine,
"Campo Viejo, Tempranillo 0,150 Красное","Campo Viejo, Tempranillo 150 мл Красное",,Campo Viejo Tempranillo 150 мл Қызыл шарап,,Campo Viejo Tempranillo 150 ml Red Wine,
"Campo Viejo, Cava Brut Reserva 0,750 Игристое","Campo Viejo, Cava Brut Reserva 750 мл Игристое",,Campo Viejo Cava Brut Reserva 750 мл Шампан,,Campo Viejo Cava Brut Reserva 750 ml Sparkling Wine,
"Campo Viejo, Cava Brut Reserva 0,150 Игристое","Campo Viejo, Cava Brut Reserva 150 мл Игристое",,Campo Viejo Cava Brut Reserva 150 мл Шампан,,Campo Viejo Cava Brut Reserva 150 ml Sparkling Wine,
"Calvados Fine. Chateau du Breuil 0,050",Calvados Fine. Chateau du Breuil 50 мл,,Calvados Fine Chateau du Breuil 50 мл,,Calvados Fine Chateau du Breuil 50 ml,
"Cabernet Sauvignon. Le Grand Noir 0,150 Красное",Cabernet Sauvignon. Le Grand Noir 150 мл Красное,,Cabernet Sauvignon Le Grand Noir 150 мл Қызыл шарап,,Cabernet Sauvignon Le Grand Noir 150 ml Red Wine,
"Bumbu XO 0,05",Bumbu XO 50 мл,,Bumbu XO 50 мл,,Bumbu XO 50 ml,
"Budweiser Б/А 0,33 бут",Budweiser Б/А 330 мл,,Budweiser Б/А 330 мл,,Budweiser Non-Alcoholic 330 ml,
"Budweiser 0,33 бут",Budweiser 330 мл,,Budweiser 330 мл,,Budweiser 330 ml,
"Brancott Estate Sauv Blanc 0,750 (white)",Brancott Estate Sauv Blanc 750 мл Белое,,Brancott Estate Sauv Blanc 750 мл Ақ шарап,,Brancott Estate Sauv Blanc 750 ml White Wine,
"Brancott Estate Sauv Blanc 0,150 Белое",Brancott Estate Sauv Blanc 150 мл Белое,,Brancott Estate Sauv Blanc 150 мл Ақ шарап,,Brancott Estate Sauv Blanc 150 ml White Wine,
"Bombay sapphire 0,05",Bombay sapphire 50 мл,,Bombay Sapphire 50 мл,,Bombay Sapphire 50 ml,
Beefeater Pink Strawberry 0.05,Beefeater Pink Strawberry 50 мл,,Beefeater Pink Strawberry 50 мл,,Beefeater Pink Strawberry 50 ml,
"Beefeater Dry Gin 0,05",Beefeater Dry Gin 50 мл,,Beefeater Dry Gin 50 мл,,Beefeater Dry Gin 50 ml,
Beefeater Blood Orange,Beefeater Blood Orange,,Beefeater Blood Orange,,Beefeater Blood Orange,
"Baron de Lestac Bordeaux Rouge AOC (red) 0,750",Baron de Lestac Bordeaux Rouge AOC 750 мл Красное,,Baron de Lestac Bordeaux Rouge AOC 750 мл Қызыл шарап,,Baron de Lestac Bordeaux Rouge AOC 750 ml Red Wine,
Baron de Lestac Bordeaux Blanc (white),Baron de Lestac Bordeaux Blanc Белое,,Baron de Lestac Bordeaux Blanc Ақ шарап,,Baron de Lestac Bordeaux Blanc White Wine,
"Ballantines finest 0,05",Ballantines finest 50 мл,,Ballantine’s Finest 50 мл,,Ballantine’s Finest 50 ml,
"Ballantines 7 YO 0,05",Ballantines 7 YO 50 мл,,Ballantine’s 7 YO 50 мл,,Ballantine’s 7 YO 50 ml,
"Avion Silver 0,05",Avion Silver 50 мл,,Avion Silver 50 мл,,Avion Silver 50 ml,
"Avion Reposado 0,05",Avion Reposado 50 мл,,Avion Reposado 50 мл,,Avion Reposado 50 ml,
"Arpeggio Rose. Settesoli розовое 0,750",Arpeggio Rose. Settesoli розовое 750 мл,,Arpeggio Rose Settesoli 750 мл Розовое шарап,,Arpeggio Rose Settesoli 750 ml Rosé Wine,
Americano lychee 400ml,Americano lychee 400 мл,,Americano lychee 400 мл,,Americano Lychee 400 ml,
Alamos Torrontes (white),Alamos Torrontes Белое,,Alamos Torrontes Ақ шарап,,Alamos Torrontes White Wine,
"Alamos Malbec (red) 0,750",Alamos Malbec 750 мл  Красное,,Alamos Malbec 750 мл Қызыл шарап,,Alamos Malbec 750 ml Red Wine,
"Absolut Wildberry 0,05",Absolut Wildberry 50 мл,,Absolut Wildberry 50 мл,,Absolut Wildberry 50 ml,
"Absolut Pears 0,05",Absolut Pears 50 мл,,Absolut Pears 50 мл,,Absolut Pears 50 ml,
"Absolut Original 0,05",Absolut Original 50 мл,,Absolut Original 50 мл,,Absolut Original 50 ml,
"Absolut Lime 0,05",Absolut Lime 50 мл,,Absolut Lime 50 мл,,Absolut Lime 50 ml,
Каппучино (200 мл),Капучино 200 мл,,Капучино 200 мл,,Cappuccino 200 ml,
"Авокадо тост, Яйцо пашот",Авокадо тост и яйцо пашот,Яйцо пашот на ремесленном хлебе под соусом гуакамоле,Авокадо тост және пашот жұмыртқа,Гуакамоле соусы қосылған ремеслендік нандағы пашот жұмыртқасы,Avocado Toast with Poached Egg,Poached egg on artisanal bread with guacamole sauce
Вафли с яйцом и ветчиной,Вафли с яйцом и ветчиной,Яйцо пашот с говяжьей ветчиной на свежеиспеченной вафле,Жұмыртқа мен ветчина қосылған вафли,Жаңа піскен вафлидегі сиыр еті ветчинасымен пашот жұмыртқасы,Waffles with Egg and Ham,Poached egg with beef ham on a freshly baked waffle
Гранола боул с клубничным смузи,Гранола боул с клубничным смузи,Гранола боул с голубикой и чиа в клубничном смузи,Гранола боулы құлпынай смузимен,Көкжидек пен чиа қосылған гранола боулы құлпынай смузисінде,Granola Bowl with Strawberry Smoothie,Granola bowl with blueberries and chia in a strawberry smoothie
Греческий йогурт с фруктами и ягодами,Греческий йогурт с фруктами и ягодами,Свежие фрукты и лесные ягоды под греческим йогуртом,Жемістер мен жидектер қосылған грек йогурты,Грек йогуртымен қапталған жаңа піскен жемістер мен орман жидектері,Greek Yogurt with Fruits and Berries,Fresh fruits and wild berries topped with Greek yogurt
Сет мезе с питой из печи,Сет мезе с питой из печи,"Сет восточных закусок с питой из печи: бабагануш, хумус, гуакамоле, капоната с фетой",Пештен шыққан питамен мезе сеті,"Пештен шыққан пита қосылған шығыстық тіскебасарлар жиынтығы: бабагануш, хумус, гуакамоле, фета қосылған капоната",Meze Set with Oven-Baked Pita,"Set of Eastern appetizers with oven-baked pita: baba ganoush, hummus, guacamole, caponata with feta"
Пивные байты,Пивные байты,"Крылья, луковые кольца, гарлики, сырные палочки. Сытный набор пивных байтов не оставит вас равнодушным",Сыраға арналған тіскебасарлар,"Қанаттар, пияз сақиналары, сарымсақ нандары, сыр таяқшалары. Құнарлы сыраға арналған тіскебасарлар жиынтығы сізді бей-жай қалдырмайды",Beer Snacks,"Wings, onion rings, garlic breadsticks, and cheese sticks. A hearty beer snack set that won’t leave you indifferent"
